lakeid,year,metric,sampledate,daynum,daynum_fill,filled_flag
TB,1988,straton,1988-05-10,131,131,FALSE
TB,1988,stratoff,1988-10-11,285,285,FALSE
TB,1988,energy,1988-08-16,229,229,FALSE
TB,1988,stability,1988-06-20,172,172,FALSE
TB,1988,anoxia_summer,1988-07-04,186,186,FALSE
TB,1988,drsif_epiMin,1988-09-15,259,259,FALSE
TB,1988,totnuf_epiMin,1988-08-16,229,229,FALSE
TB,1988,totpuf_epiMin,1988-08-16,229,229,FALSE
TB,1988,doc_epiMax,1988-04-21,112,112,FALSE
TB,1988,totnuf_hypoMax,NA,NA,268,TRUE
TB,1988,totpuf_hypoMax,NA,NA,277,TRUE
TB,1988,drsif_epiSpringMin,1988-06-20,172,172,FALSE
TB,1988,secchi_max,1988-09-28,272,272,FALSE
TB,1988,secchi_min,1988-04-21,112,112,FALSE
TB,1988,secchi_springmax,1988-06-20,172,172,FALSE
TB,1988,zoopDensity,1988-08-03,216,216,FALSE
TB,1988,zoopDensity_spring,1988-06-06,158,158,FALSE
TB,1989,iceoff,1989-04-26,116,116,FALSE
TB,1989,iceon,1989-11-14,318,318,FALSE
TB,1989,straton,1989-05-03,123,123,FALSE
TB,1989,stratoff,1989-10-30,303,303,FALSE
TB,1989,energy,1989-07-24,205,205,FALSE
TB,1989,stability,1989-07-24,205,205,FALSE
TB,1989,anoxia_summer,1989-08-08,220,220,FALSE
TB,1989,drsif_epiMin,1989-08-21,233,233,FALSE
TB,1989,totnuf_epiMin,1989-07-24,205,205,FALSE
TB,1989,totpuf_epiMin,1989-07-24,205,205,FALSE
TB,1989,doc_epiMax,1989-10-16,289,289,FALSE
TB,1989,totnuf_hypoMax,NA,NA,268,TRUE
TB,1989,totpuf_hypoMax,NA,NA,277,TRUE
TB,1989,drsif_epiSpringMin,1989-06-27,178,178,FALSE
TB,1989,secchi_max,1989-05-29,149,149,FALSE
TB,1989,secchi_min,1989-05-03,123,123,FALSE
TB,1989,secchi_springmax,1989-05-29,149,149,FALSE
TB,1989,zoopDensity,1989-08-08,220,220,FALSE
TB,1989,zoopDensity_spring,1989-05-03,123,123,FALSE
TB,1990,iceoff,1990-04-23,113,113,FALSE
TB,1990,iceon,1990-11-26,330,330,FALSE
TB,1990,straton,1990-05-01,121,121,FALSE
TB,1990,stratoff,1990-10-16,289,289,FALSE
TB,1990,energy,1990-09-06,249,249,FALSE
TB,1990,stability,1990-06-27,178,178,FALSE
TB,1990,anoxia_summer,1990-09-06,249,249,FALSE
TB,1990,drsif_epiMin,1990-06-27,178,178,FALSE
TB,1990,totnuf_epiMin,1990-06-27,178,178,FALSE
TB,1990,totpuf_epiMin,1990-06-27,178,178,FALSE
TB,1990,doc_epiMax,1990-09-17,260,260,FALSE
TB,1990,totnuf_hypoMax,1990-10-16,289,289,FALSE
TB,1990,totpuf_hypoMax,1990-10-16,289,289,FALSE
TB,1990,drsif_epiSpringMin,1990-06-27,178,178,FALSE
TB,1990,secchi_max,1990-08-08,220,220,FALSE
TB,1990,secchi_min,1990-10-29,302,302,FALSE
TB,1990,secchi_springmax,1990-07-12,193,193,FALSE
TB,1990,zoopDensity,1990-08-22,234,234,FALSE
TB,1990,zoopDensity_spring,1990-06-12,163,163,FALSE
TB,1991,iceoff,1991-04-19,109,109,FALSE
TB,1991,iceon,1991-11-04,308,308,FALSE
TB,1991,straton,1991-05-09,129,129,FALSE
TB,1991,stratoff,1991-10-28,301,301,FALSE
TB,1991,energy,1991-08-12,224,224,FALSE
TB,1991,stability,1991-08-12,224,224,FALSE
TB,1991,anoxia_summer,1991-06-18,169,169,FALSE
TB,1991,drsif_epiMin,1991-05-09,129,129,FALSE
TB,1991,totnuf_epiMin,1991-05-09,129,129,FALSE
TB,1991,totpuf_epiMin,1991-05-09,129,129,FALSE
TB,1991,doc_epiMax,1991-09-24,267,267,FALSE
TB,1991,totnuf_hypoMax,1991-10-28,301,301,FALSE
TB,1991,totpuf_hypoMax,1991-10-28,301,301,FALSE
TB,1991,drsif_epiSpringMin,1991-05-09,129,129,FALSE
TB,1991,secchi_max,1991-07-18,199,199,FALSE
TB,1991,secchi_min,1991-05-23,143,143,FALSE
TB,1991,secchi_springmax,1991-07-18,199,199,FALSE
TB,1991,zoopDensity,1991-08-26,238,238,FALSE
TB,1991,zoopDensity_spring,1991-06-18,169,169,FALSE
TB,1992,iceoff,1992-04-29,120,120,FALSE
TB,1992,iceon,1992-11-13,318,318,FALSE
TB,1992,straton,1992-05-04,125,125,FALSE
TB,1992,stratoff,1992-10-05,279,279,FALSE
TB,1992,energy,1992-08-10,223,223,FALSE
TB,1992,stability,1992-06-01,153,153,FALSE
TB,1992,anoxia_summer,1992-08-10,223,223,FALSE
TB,1992,drsif_epiMin,1992-07-07,189,189,FALSE
TB,1992,totnuf_epiMin,1992-08-27,240,240,FALSE
TB,1992,totpuf_epiMin,1992-08-27,240,240,FALSE
TB,1992,doc_epiMax,1992-11-05,310,310,FALSE
TB,1992,totnuf_hypoMax,1992-09-24,268,268,FALSE
TB,1992,totpuf_hypoMax,1992-10-21,295,295,FALSE
TB,1992,drsif_epiSpringMin,1992-07-07,189,189,FALSE
TB,1992,secchi_max,1992-05-20,141,141,FALSE
TB,1992,secchi_min,1992-05-04,125,125,FALSE
TB,1992,secchi_springmax,1992-05-20,141,141,FALSE
TB,1992,zoopDensity,1992-11-05,310,310,FALSE
TB,1992,zoopDensity_spring,1992-05-04,125,125,FALSE
TB,1993,iceoff,1993-04-28,118,118,FALSE
TB,1993,iceon,1993-11-08,312,312,FALSE
TB,1993,straton,1993-05-03,123,123,FALSE
TB,1993,stratoff,1993-10-19,292,292,FALSE
TB,1993,energy,1993-08-23,235,235,FALSE
TB,1993,stability,1993-07-26,207,207,FALSE
TB,1993,anoxia_summer,1993-07-26,207,207,FALSE
TB,1993,drsif_epiMin,1993-06-28,179,179,FALSE
TB,1993,totnuf_epiMin,1993-08-23,235,235,FALSE
TB,1993,totpuf_epiMin,1993-08-23,235,235,FALSE
TB,1993,doc_epiMax,1993-11-02,306,306,FALSE
TB,1993,totnuf_hypoMax,1993-05-03,123,123,FALSE
TB,1993,totpuf_hypoMax,1993-05-03,123,123,FALSE
TB,1993,drsif_epiSpringMin,1993-06-28,179,179,FALSE
TB,1993,secchi_max,1993-08-23,235,235,FALSE
TB,1993,secchi_min,1993-06-14,165,165,FALSE
TB,1993,secchi_springmax,1993-07-15,196,196,FALSE
TB,1993,zoopDensity,1993-08-23,235,235,FALSE
TB,1993,zoopDensity_spring,1993-05-03,123,123,FALSE
TB,1994,iceoff,1994-04-20,110,110,FALSE
TB,1994,iceon,1994-11-26,330,330,FALSE
TB,1994,straton,1994-05-03,123,123,FALSE
TB,1994,stratoff,1994-11-01,305,305,FALSE
TB,1994,energy,1994-09-20,263,263,FALSE
TB,1994,stability,1994-05-19,139,139,FALSE
TB,1994,anoxia_summer,1994-08-09,221,221,FALSE
TB,1994,drsif_epiMin,1994-09-20,263,263,FALSE
TB,1994,totnuf_epiMin,1994-10-18,291,291,FALSE
TB,1994,totpuf_epiMin,1994-06-28,179,179,FALSE
TB,1994,doc_epiMax,1994-11-14,318,318,FALSE
TB,1994,totnuf_hypoMax,1994-11-14,318,318,FALSE
TB,1994,totpuf_hypoMax,1994-06-28,179,179,FALSE
TB,1994,drsif_epiSpringMin,1994-06-28,179,179,FALSE
TB,1994,secchi_max,1994-07-25,206,206,FALSE
TB,1994,secchi_min,1994-10-18,291,291,FALSE
TB,1994,secchi_springmax,1994-06-15,166,166,FALSE
TB,1994,zoopDensity,1994-05-03,123,123,FALSE
TB,1994,zoopDensity_spring,1994-05-03,123,123,FALSE
TB,1995,iceoff,1995-04-27,117,117,FALSE
TB,1995,iceon,1995-11-09,313,313,FALSE
TB,1995,straton,1995-05-01,121,121,FALSE
TB,1995,stratoff,1995-10-17,290,290,FALSE
TB,1995,energy,1995-08-08,220,220,FALSE
TB,1995,stability,1995-06-01,152,152,FALSE
TB,1995,anoxia_summer,1995-08-08,220,220,FALSE
TB,1995,drsif_epiMin,1995-06-01,152,152,FALSE
TB,1995,totnuf_epiMin,1995-06-01,152,152,FALSE
TB,1995,totpuf_epiMin,1995-07-25,206,206,FALSE
TB,1995,doc_epiMax,1995-11-09,313,313,FALSE
TB,1995,totnuf_hypoMax,1995-08-21,233,233,FALSE
TB,1995,totpuf_hypoMax,1995-10-17,290,290,FALSE
TB,1995,drsif_epiSpringMin,1995-06-01,152,152,FALSE
TB,1995,secchi_max,1995-08-08,220,220,FALSE
TB,1995,secchi_min,1995-07-11,192,192,FALSE
TB,1995,secchi_springmax,1995-06-01,152,152,FALSE
TB,1995,zoopDensity,1995-11-09,313,313,FALSE
TB,1995,zoopDensity_spring,1995-06-13,164,164,FALSE
TB,1996,iceoff,1996-05-09,130,130,FALSE
TB,1996,iceon,1996-11-11,316,316,FALSE
TB,1996,straton,1996-06-12,164,164,FALSE
TB,1996,stratoff,1996-10-17,291,291,FALSE
TB,1996,energy,1996-09-04,248,248,FALSE
TB,1996,stability,1996-09-04,248,248,FALSE
TB,1996,anoxia_summer,1996-07-23,205,205,FALSE
TB,1996,drsif_epiMin,1996-09-04,248,248,FALSE
TB,1996,totnuf_epiMin,1996-07-11,193,193,FALSE
TB,1996,totpuf_epiMin,1996-08-06,219,219,FALSE
TB,1996,doc_epiMax,1996-11-04,309,309,FALSE
TB,1996,totnuf_hypoMax,1996-10-03,277,277,FALSE
TB,1996,totpuf_hypoMax,1996-10-03,277,277,FALSE
TB,1996,drsif_epiSpringMin,1996-06-12,164,164,FALSE
TB,1996,secchi_max,1996-09-04,248,248,FALSE
TB,1996,secchi_min,1996-05-31,152,152,FALSE
TB,1996,secchi_springmax,1996-06-12,164,164,FALSE
TB,1996,zoopDensity,1996-08-06,219,219,FALSE
TB,1996,zoopDensity_spring,1996-05-10,131,131,FALSE
TB,1997,iceoff,1997-04-29,119,119,FALSE
TB,1997,iceon,1997-11-13,317,317,FALSE
TB,1997,straton,1997-05-05,125,125,FALSE
TB,1997,stratoff,1997-10-21,294,294,FALSE
TB,1997,energy,1997-08-11,223,223,FALSE
TB,1997,stability,1997-06-04,155,155,FALSE
TB,1997,anoxia_summer,1997-07-28,209,209,FALSE
TB,1997,drsif_epiMin,1997-08-25,237,237,FALSE
TB,1997,totnuf_epiMin,1997-11-06,310,310,FALSE
TB,1997,totpuf_epiMin,1997-08-25,237,237,FALSE
TB,1997,doc_epiMax,1997-09-24,267,267,FALSE
TB,1997,totnuf_hypoMax,1997-10-21,294,294,FALSE
TB,1997,totpuf_hypoMax,1997-08-25,237,237,FALSE
TB,1997,drsif_epiSpringMin,1997-06-04,155,155,FALSE
TB,1997,secchi_max,1997-08-11,223,223,FALSE
TB,1997,secchi_min,1997-10-08,281,281,FALSE
TB,1997,secchi_springmax,1997-07-03,184,184,FALSE
TB,1997,zoopDensity,1997-11-06,310,310,FALSE
TB,1997,zoopDensity_spring,1997-06-19,170,170,FALSE
TB,1998,iceoff,1998-04-11,101,101,FALSE
TB,1998,iceon,1998-12-08,342,342,FALSE
TB,1998,straton,1998-04-21,111,111,FALSE
TB,1998,stratoff,1998-10-19,292,292,FALSE
TB,1998,energy,1998-08-10,222,222,FALSE
TB,1998,stability,1998-06-17,168,168,FALSE
TB,1998,anoxia_summer,1998-05-20,140,140,FALSE
TB,1998,drsif_epiMin,1998-06-17,168,168,FALSE
TB,1998,totnuf_epiMin,1998-08-10,222,222,FALSE
TB,1998,totpuf_epiMin,1998-08-10,222,222,FALSE
TB,1998,doc_epiMax,1998-11-12,316,316,FALSE
TB,1998,totnuf_hypoMax,1998-10-06,279,279,FALSE
TB,1998,totpuf_hypoMax,1998-10-06,279,279,FALSE
TB,1998,drsif_epiSpringMin,1998-06-17,168,168,FALSE
TB,1998,secchi_max,1998-08-10,222,222,FALSE
TB,1998,secchi_min,1998-04-21,111,111,FALSE
TB,1998,secchi_springmax,1998-06-17,168,168,FALSE
TB,1998,zoopDensity,1998-08-10,222,222,FALSE
TB,1998,zoopDensity_spring,1998-06-17,168,168,FALSE
TB,1999,iceoff,1999-04-15,105,105,FALSE
TB,1999,iceon,1999-11-27,331,331,FALSE
TB,1999,straton,1999-05-06,126,126,FALSE
TB,1999,stratoff,1999-10-06,279,279,FALSE
TB,1999,energy,1999-07-26,207,207,FALSE
TB,1999,stability,1999-07-26,207,207,FALSE
TB,1999,anoxia_summer,1999-09-10,253,253,FALSE
TB,1999,drsif_epiMin,1999-08-26,238,238,FALSE
TB,1999,totnuf_epiMin,1999-07-26,207,207,FALSE
TB,1999,totpuf_epiMin,1999-06-14,165,165,FALSE
TB,1999,doc_epiMax,1999-09-20,263,263,FALSE
TB,1999,totnuf_hypoMax,1999-10-21,294,294,FALSE
TB,1999,totpuf_hypoMax,1999-10-21,294,294,FALSE
TB,1999,drsif_epiSpringMin,1999-06-03,154,154,FALSE
TB,1999,secchi_max,1999-06-14,165,165,FALSE
TB,1999,secchi_min,1999-09-10,253,253,FALSE
TB,1999,secchi_springmax,1999-06-14,165,165,FALSE
TB,1999,zoopDensity,1999-07-01,182,182,FALSE
TB,1999,zoopDensity_spring,1999-07-01,182,182,FALSE
TB,2000,iceoff,2000-04-04,95,95,FALSE
TB,2000,iceon,2000-11-20,325,325,FALSE
TB,2000,straton,2000-05-03,124,124,FALSE
TB,2000,stratoff,2000-10-30,304,304,FALSE
TB,2000,energy,2000-08-23,236,236,FALSE
TB,2000,stability,2000-05-03,124,124,FALSE
TB,2000,anoxia_summer,2000-08-09,222,222,FALSE
TB,2000,drsif_epiMin,2000-07-25,207,207,FALSE
TB,2000,totnuf_epiMin,2000-08-23,236,236,FALSE
TB,2000,totpuf_epiMin,2000-07-25,207,207,FALSE
TB,2000,doc_epiMax,2000-07-25,207,207,FALSE
TB,2000,totnuf_hypoMax,2000-10-17,291,291,FALSE
TB,2000,totpuf_hypoMax,2000-10-17,291,291,FALSE
TB,2000,drsif_epiSpringMin,2000-06-26,178,178,FALSE
TB,2000,secchi_max,2000-06-26,178,178,FALSE
TB,2000,secchi_min,2000-10-04,278,278,FALSE
TB,2000,secchi_springmax,2000-06-26,178,178,FALSE
TB,2000,zoopDensity,2000-11-14,319,319,FALSE
TB,2000,zoopDensity_spring,2000-04-05,96,96,FALSE
TB,2001,iceoff,2001-04-23,113,113,FALSE
TB,2001,iceon,2001-12-07,341,341,FALSE
TB,2001,straton,2001-05-01,121,121,FALSE
TB,2001,stratoff,2001-11-16,320,320,FALSE
TB,2001,energy,2001-08-07,219,219,FALSE
TB,2001,stability,2001-06-25,176,176,FALSE
TB,2001,anoxia_summer,2001-05-01,121,121,FALSE
TB,2001,drsif_epiMin,2001-08-21,233,233,FALSE
TB,2001,totnuf_epiMin,2001-08-21,233,233,FALSE
TB,2001,totpuf_epiMin,2001-08-21,233,233,FALSE
TB,2001,doc_epiMax,2001-11-16,320,320,FALSE
TB,2001,totnuf_hypoMax,2001-09-18,261,261,FALSE
TB,2001,totpuf_hypoMax,2001-09-18,261,261,FALSE
TB,2001,drsif_epiSpringMin,2001-06-25,176,176,FALSE
TB,2001,secchi_max,2001-08-21,233,233,FALSE
TB,2001,secchi_min,2001-05-30,150,150,FALSE
TB,2001,secchi_springmax,2001-06-12,163,163,FALSE
TB,2001,zoopDensity,2001-06-25,176,176,FALSE
TB,2001,zoopDensity_spring,2001-06-25,176,176,FALSE
TB,2002,iceoff,2002-04-24,114,114,FALSE
TB,2002,iceon,2002-11-14,318,318,FALSE
TB,2002,straton,2002-05-07,127,127,FALSE
TB,2002,stratoff,2002-10-07,280,280,FALSE
TB,2002,energy,2002-07-31,212,212,FALSE
TB,2002,stability,2002-07-01,182,182,FALSE
TB,2002,anoxia_summer,2002-08-12,224,224,FALSE
TB,2002,drsif_epiMin,2002-08-12,224,224,FALSE
TB,2002,totnuf_epiMin,2002-07-16,197,197,FALSE
TB,2002,totpuf_epiMin,2002-06-17,168,168,FALSE
TB,2002,doc_epiMax,2002-11-04,308,308,FALSE
TB,2002,totnuf_hypoMax,2002-08-12,224,224,FALSE
TB,2002,totpuf_hypoMax,2002-07-16,197,197,FALSE
TB,2002,drsif_epiSpringMin,2002-06-17,168,168,FALSE
TB,2002,secchi_max,2002-07-31,212,212,FALSE
TB,2002,secchi_min,2002-09-24,267,267,FALSE
TB,2002,secchi_springmax,2002-07-01,182,182,FALSE
TB,2002,zoopDensity,2002-11-04,308,308,FALSE
TB,2002,zoopDensity_spring,2002-05-22,142,142,FALSE
TB,2003,iceoff,2003-04-23,113,113,FALSE
TB,2003,iceon,2003-11-10,314,314,FALSE
TB,2003,straton,2003-05-05,125,125,FALSE
TB,2003,stratoff,2003-10-14,287,287,FALSE
TB,2003,energy,2003-08-20,232,232,FALSE
TB,2003,stability,2003-08-20,232,232,FALSE
TB,2003,anoxia_summer,2003-07-10,191,191,FALSE
TB,2003,drsif_epiMin,2003-06-24,175,175,FALSE
TB,2003,totnuf_epiMin,2003-08-20,232,232,FALSE
TB,2003,totpuf_epiMin,2003-06-24,175,175,FALSE
TB,2003,doc_epiMax,2003-11-07,311,311,FALSE
TB,2003,totnuf_hypoMax,2003-05-05,125,125,FALSE
TB,2003,totpuf_hypoMax,2003-05-05,125,125,FALSE
TB,2003,drsif_epiSpringMin,2003-06-24,175,175,FALSE
TB,2003,secchi_max,2003-05-27,147,147,FALSE
TB,2003,secchi_min,2003-05-12,132,132,FALSE
TB,2003,secchi_springmax,2003-05-27,147,147,FALSE
TB,2003,zoopDensity,2003-11-07,311,311,FALSE
TB,2003,zoopDensity_spring,2003-06-24,175,175,FALSE
TB,2004,iceoff,2004-04-21,112,112,FALSE
TB,2004,iceon,2004-11-24,329,329,FALSE
TB,2004,straton,2004-05-13,134,134,FALSE
TB,2004,stratoff,2004-10-26,300,300,FALSE
TB,2004,energy,2004-08-03,216,216,FALSE
TB,2004,stability,2004-08-03,216,216,FALSE
TB,2004,anoxia_summer,2004-07-19,201,201,FALSE
TB,2004,drsif_epiMin,2004-06-21,173,173,FALSE
TB,2004,totnuf_epiMin,2004-07-19,201,201,FALSE
TB,2004,totpuf_epiMin,2004-07-19,201,201,FALSE
TB,2004,doc_epiMax,2004-11-11,316,316,FALSE
TB,2004,totnuf_hypoMax,2004-10-12,286,286,FALSE
TB,2004,totpuf_hypoMax,2004-09-10,254,254,FALSE
TB,2004,drsif_epiSpringMin,2004-06-21,173,173,FALSE
TB,2004,secchi_max,2004-09-10,254,254,FALSE
TB,2004,secchi_min,2004-06-21,173,173,FALSE
TB,2004,secchi_springmax,2004-04-26,117,117,FALSE
TB,2004,zoopDensity,2004-05-25,146,146,FALSE
TB,2004,zoopDensity_spring,2004-05-25,146,146,FALSE
TB,2005,iceoff,2005-04-15,105,105,FALSE
TB,2005,iceon,2005-11-22,326,326,FALSE
TB,2005,straton,2005-04-18,108,108,FALSE
TB,2005,stratoff,2005-10-19,292,292,FALSE
TB,2005,energy,2005-07-25,206,206,FALSE
TB,2005,stability,2005-06-01,152,152,FALSE
TB,2005,anoxia_summer,2005-07-25,206,206,FALSE
TB,2005,drsif_epiMin,2005-08-08,220,220,FALSE
TB,2005,totnuf_epiMin,2005-04-18,108,108,FALSE
TB,2005,totpuf_epiMin,2005-07-11,192,192,FALSE
TB,2005,doc_epiMax,2005-11-17,321,321,FALSE
TB,2005,totnuf_hypoMax,2005-07-11,192,192,FALSE
TB,2005,totpuf_hypoMax,2005-06-16,167,167,FALSE
TB,2005,drsif_epiSpringMin,2005-06-16,167,167,FALSE
TB,2005,secchi_max,2005-07-25,206,206,FALSE
TB,2005,secchi_min,2005-04-18,108,108,FALSE
TB,2005,secchi_springmax,2005-06-16,167,167,FALSE
TB,2005,zoopDensity,2005-11-17,321,321,FALSE
TB,2005,zoopDensity_spring,2005-07-11,192,192,FALSE
TB,2006,iceoff,2006-04-13,103,103,FALSE
TB,2006,iceon,2006-11-30,334,334,FALSE
TB,2006,straton,2006-04-18,108,108,FALSE
TB,2006,stratoff,2006-10-02,275,275,FALSE
TB,2006,energy,2006-08-08,220,220,FALSE
TB,2006,stability,2006-06-01,152,152,FALSE
TB,2006,anoxia_summer,2006-07-24,205,205,FALSE
TB,2006,drsif_epiMin,2006-06-12,163,163,FALSE
TB,2006,totnuf_epiMin,2006-08-08,220,220,FALSE
TB,2006,totpuf_epiMin,2006-08-08,220,220,FALSE
TB,2006,doc_epiMax,NA,NA,310,TRUE
TB,2006,totnuf_hypoMax,2006-10-02,275,275,FALSE
TB,2006,totpuf_hypoMax,2006-11-01,305,305,FALSE
TB,2006,drsif_epiSpringMin,2006-06-12,163,163,FALSE
TB,2006,secchi_max,2006-08-22,234,234,FALSE
TB,2006,secchi_min,2006-07-24,205,205,FALSE
TB,2006,secchi_springmax,2006-05-01,121,121,FALSE
TB,2006,zoopDensity,2006-06-12,163,163,FALSE
TB,2006,zoopDensity_spring,2006-06-12,163,163,FALSE
TB,2007,iceoff,2007-04-18,108,108,FALSE
TB,2007,iceon,2007-11-16,320,320,FALSE
TB,2007,straton,2007-04-25,115,115,FALSE
TB,2007,stratoff,2007-10-24,297,297,FALSE
TB,2007,energy,2007-08-02,214,214,FALSE
TB,2007,stability,2007-08-02,214,214,FALSE
TB,2007,anoxia_summer,2007-06-18,169,169,FALSE
TB,2007,drsif_epiMin,2007-07-17,198,198,FALSE
TB,2007,totnuf_epiMin,2007-07-17,198,198,FALSE
TB,2007,totpuf_epiMin,2007-07-17,198,198,FALSE
TB,2007,doc_epiMax,2007-11-15,319,319,FALSE
TB,2007,totnuf_hypoMax,2007-07-17,198,198,FALSE
TB,2007,totpuf_hypoMax,2007-07-17,198,198,FALSE
TB,2007,drsif_epiSpringMin,2007-07-17,198,198,FALSE
TB,2007,secchi_max,2007-08-02,214,214,FALSE
TB,2007,secchi_min,2007-10-09,282,282,FALSE
TB,2007,secchi_springmax,2007-06-05,156,156,FALSE
TB,2007,zoopDensity,2007-09-13,256,256,FALSE
TB,2007,zoopDensity_spring,2007-05-22,142,142,FALSE
TB,2008,iceoff,2008-04-30,121,121,FALSE
TB,2008,iceon,2008-11-19,324,324,FALSE
TB,2008,straton,2008-05-08,129,129,FALSE
TB,2008,stratoff,2008-10-21,295,295,FALSE
TB,2008,energy,2008-07-28,210,210,FALSE
TB,2008,stability,2008-06-30,182,182,FALSE
TB,2008,anoxia_summer,2008-07-16,198,198,FALSE
TB,2008,drsif_epiMin,2008-09-23,267,267,FALSE
TB,2008,totnuf_epiMin,2008-06-03,155,155,FALSE
TB,2008,totpuf_epiMin,2008-05-08,129,129,FALSE
TB,2008,doc_epiMax,2008-11-11,316,316,FALSE
TB,2008,totnuf_hypoMax,NA,NA,268,TRUE
TB,2008,totpuf_hypoMax,NA,NA,277,TRUE
TB,2008,drsif_epiSpringMin,2008-06-03,155,155,FALSE
TB,2008,secchi_max,2008-06-20,172,172,FALSE
TB,2008,secchi_min,2008-05-21,142,142,FALSE
TB,2008,secchi_springmax,2008-06-20,172,172,FALSE
TB,2008,zoopDensity,2008-11-11,316,316,FALSE
TB,2008,zoopDensity_spring,2008-06-03,155,155,FALSE
TB,2009,iceoff,2009-04-22,112,112,FALSE
TB,2009,iceon,2009-12-01,335,335,FALSE
TB,2009,straton,2009-04-28,118,118,FALSE
TB,2009,stratoff,2009-10-12,285,285,FALSE
TB,2009,energy,2009-09-15,258,258,FALSE
TB,2009,stability,2009-06-22,173,173,FALSE
TB,2009,anoxia_summer,2009-09-15,258,258,FALSE
TB,2009,drsif_epiMin,2009-08-17,229,229,FALSE
TB,2009,totnuf_epiMin,2009-09-15,258,258,FALSE
TB,2009,totpuf_epiMin,2009-08-17,229,229,FALSE
TB,2009,doc_epiMax,2009-04-28,118,118,FALSE
TB,2009,totnuf_hypoMax,NA,NA,268,TRUE
TB,2009,totpuf_hypoMax,NA,NA,277,TRUE
TB,2009,drsif_epiSpringMin,2009-06-22,173,173,FALSE
TB,2009,secchi_max,2009-09-15,258,258,FALSE
TB,2009,secchi_min,2009-05-29,149,149,FALSE
TB,2009,secchi_springmax,2009-06-09,160,160,FALSE
TB,2009,zoopDensity,2009-06-22,173,173,FALSE
TB,2009,zoopDensity_spring,2009-06-22,173,173,FALSE
TB,2010,iceoff,2010-03-31,90,90,FALSE
TB,2010,iceon,2010-11-27,331,331,FALSE
TB,2010,straton,2010-04-13,103,103,FALSE
TB,2010,stratoff,2010-10-26,299,299,FALSE
TB,2010,energy,2010-09-01,244,244,FALSE
TB,2010,stability,2010-05-25,145,145,FALSE
TB,2010,anoxia_summer,2010-07-22,203,203,FALSE
TB,2010,drsif_epiMin,2010-07-07,188,188,FALSE
TB,2010,totnuf_epiMin,2010-08-03,215,215,FALSE
TB,2010,totpuf_epiMin,2010-06-10,161,161,FALSE
TB,2010,doc_epiMax,2010-11-15,319,319,FALSE
TB,2010,totnuf_hypoMax,NA,NA,268,TRUE
TB,2010,totpuf_hypoMax,NA,NA,277,TRUE
TB,2010,drsif_epiSpringMin,2010-07-07,188,188,FALSE
TB,2010,secchi_max,2010-07-22,203,203,FALSE
TB,2010,secchi_min,2010-04-13,103,103,FALSE
TB,2010,secchi_springmax,2010-06-23,174,174,FALSE
TB,2010,zoopDensity,2010-06-10,161,161,FALSE
TB,2010,zoopDensity_spring,2010-06-10,161,161,FALSE
TB,2011,iceoff,2011-05-01,121,121,FALSE
TB,2011,iceon,2011-11-18,322,322,FALSE
TB,2011,straton,2011-05-18,138,138,FALSE
TB,2011,stratoff,2011-10-18,291,291,FALSE
TB,2011,energy,2011-09-09,252,252,FALSE
TB,2011,stability,2011-07-25,206,206,FALSE
TB,2011,anoxia_summer,2011-07-13,194,194,FALSE
TB,2011,drsif_epiMin,2011-08-23,235,235,FALSE
TB,2011,totnuf_epiMin,2011-06-01,152,152,FALSE
TB,2011,totpuf_epiMin,2011-06-01,152,152,FALSE
TB,2011,doc_epiMax,NA,NA,310,TRUE
TB,2011,totnuf_hypoMax,2011-10-18,291,291,FALSE
TB,2011,totpuf_hypoMax,2011-11-11,315,315,FALSE
TB,2011,drsif_epiSpringMin,2011-06-27,178,178,FALSE
TB,2011,secchi_max,2011-07-25,206,206,FALSE
TB,2011,secchi_min,2011-06-01,152,152,FALSE
TB,2011,secchi_springmax,2011-07-13,194,194,FALSE
TB,2011,zoopDensity,2011-06-27,178,178,FALSE
TB,2011,zoopDensity_spring,2011-06-27,178,178,FALSE
TB,2012,iceoff,2012-03-26,86,86,FALSE
TB,2012,iceon,2012-11-26,331,331,FALSE
TB,2012,straton,2012-04-02,93,93,FALSE
TB,2012,stratoff,2012-10-16,290,290,FALSE
TB,2012,energy,2012-07-23,205,205,FALSE
TB,2012,stability,2012-07-23,205,205,FALSE
TB,2012,anoxia_summer,2012-08-09,222,222,FALSE
TB,2012,drsif_epiMin,2012-05-02,123,123,FALSE
TB,2012,totnuf_epiMin,2012-06-26,178,178,FALSE
TB,2012,totpuf_epiMin,2012-08-21,234,234,FALSE
TB,2012,doc_epiMax,2012-11-05,310,310,FALSE
TB,2012,totnuf_hypoMax,2012-06-26,178,178,FALSE
TB,2012,totpuf_hypoMax,2012-10-16,290,290,FALSE
TB,2012,drsif_epiSpringMin,2012-05-02,123,123,FALSE
TB,2012,secchi_max,2012-07-23,205,205,FALSE
TB,2012,secchi_min,2012-04-02,93,93,FALSE
TB,2012,secchi_springmax,2012-05-30,151,151,FALSE
TB,2012,zoopDensity,2012-05-02,123,123,FALSE
TB,2012,zoopDensity_spring,2012-05-02,123,123,FALSE
TB,2013,iceoff,2013-05-09,129,129,FALSE
TB,2013,iceon,2013-11-19,323,323,FALSE
TB,2013,straton,2013-05-13,133,133,FALSE
TB,2013,stratoff,2013-10-15,288,288,FALSE
TB,2013,energy,2013-08-06,218,218,FALSE
