lakeid,year4,sampledate,larger_group,total_biomass
MO,1995,1995-09-11,COPEPODA,25.927940588393078
MO,1995,1995-09-25,CLADOCERA,21.85950581508699
MO,1995,1995-09-25,COPEPODA,45.61769053680215
MO,1995,1995-10-11,CLADOCERA,92.45369150983659
MO,1995,1995-10-11,COPEPODA,173.5800328579462
MO,1995,1995-10-25,CLADOCERA,650.2759018034811
MO,1995,1995-10-25,COPEPODA,311.0078325570285
MO,1995,1995-11-22,CLADOCERA,183.52681512408427
MO,1995,1995-11-22,COPEPODA,132.30973358320205
MO,1996,1996-02-06,CLADOCERA,9.458193039725527
MO,1996,1996-02-06,COPEPODA,106.64354276901621
MO,1996,1996-04-03,CLADOCERA,64.65983826574538
MO,1996,1996-04-03,COPEPODA,194.7979945620521
MO,1996,1996-04-16,CLADOCERA,109.92130282936562
MO,1996,1996-04-16,COPEPODA,220.89329713491256
MO,1996,1996-05-01,CLADOCERA,371.25615677139416
MO,1996,1996-05-01,COPEPODA,401.1128262080266
MO,1996,1996-05-14,CLADOCERA,311.2029188304203
MO,1996,1996-05-14,COPEPODA,333.4646444246175
MO,1996,1996-05-29,CLADOCERA,72.01303055809717
MO,1996,1996-05-29,COPEPODA,124.80232877570731
MO,1996,1996-06-10,CLADOCERA,294.59609745924075
MO,1996,1996-06-10,COPEPODA,203.52989520391012
MO,1996,1996-06-26,CLADOCERA,192.90280080252094
MO,1996,1996-06-26,COPEPODA,124.25543392759661
MO,1996,1996-07-09,CLADOCERA,231.38790382051812
MO,1996,1996-07-09,COPEPODA,129.26942980106153
MO,1996,1996-07-22,CLADOCERA,83.86645572787883
MO,1996,1996-07-22,COPEPODA,110.48675683529198
MO,1996,1996-08-05,CLADOCERA,12.31735649864851
MO,1996,1996-08-05,COPEPODA,60.95977171480699
MO,1996,1996-08-19,CLADOCERA,9.30536136151367
MO,1996,1996-08-19,COPEPODA,61.64368481411251
MO,1996,1996-09-05,CLADOCERA,9.353391240217872
MO,1996,1996-09-05,COPEPODA,71.44216204963342
MO,1996,1996-09-19,CLADOCERA,15.47762994465814
MO,1996,1996-09-19,COPEPODA,29.92829599487297
MO,1996,1996-10-16,CLADOCERA,126.58345373765214
MO,1996,1996-10-16,COPEPODA,84.56878552177734
MO,1996,1996-11-25,CLADOCERA,46.46662165735783
MO,1996,1996-11-25,COPEPODA,121.85204883565946
MO,1997,1997-01-14,CLADOCERA,36.19849767333322
MO,1997,1997-01-14,COPEPODA,136.26192755847538
MO,1997,1997-02-17,CLADOCERA,15.150881820145084
MO,1997,1997-02-17,COPEPODA,60.12843832406255
MO,1997,1997-04-09,CLADOCERA,165.3306912991814
MO,1997,1997-04-09,COPEPODA,176.76206259293411
MO,1997,1997-04-21,CLADOCERA,89.6458766717818
MO,1997,1997-04-21,COPEPODA,169.7810976146552
MO,1997,1997-05-01,CLADOCERA,180.90405208831018
MO,1997,1997-05-01,COPEPODA,308.71669046126107
MO,1997,1997-05-13,CLADOCERA,234.2605502875865
MO,1997,1997-05-13,COPEPODA,214.31328233587615
MO,1997,1997-05-28,CLADOCERA,287.3115660929291
MO,1997,1997-05-28,COPEPODA,150.5628374082892
MO,1997,1997-06-11,CLADOCERA,164.52035448356065
MO,1997,1997-06-11,COPEPODA,115.90823684819382
MO,1997,1997-06-25,CLADOCERA,282.7074628622236
MO,1997,1997-06-25,COPEPODA,127.86816380423566
MO,1997,1997-07-09,CLADOCERA,85.18154338836834
MO,1997,1997-07-09,COPEPODA,125.79824734929157
MO,1997,1997-07-24,CLADOCERA,62.11950715426583
MO,1997,1997-07-24,COPEPODA,38.731242515534845
MO,1997,1997-08-07,CLADOCERA,33.007787168854726
MO,1997,1997-08-07,COPEPODA,96.14414870822534
MO,1997,1997-08-18,CLADOCERA,58.454264007827355
MO,1997,1997-08-18,COPEPODA,26.02350455378712
MO,1997,1997-09-08,CLADOCERA,9.67805578062836
MO,1997,1997-09-08,COPEPODA,67.26302807472169
MO,1997,1997-09-30,CLADOCERA,55.32705759391471
MO,1997,1997-09-30,COPEPODA,177.82467694296028
MO,1997,1997-11-25,CLADOCERA,40.994638597463926
MO,1997,1997-11-25,COPEPODA,63.060183999789224
MO,1998,1998-03-17,CLADOCERA,28.275619571676355
MO,1998,1998-03-17,COPEPODA,90.33388491125416
MO,1998,1998-04-13,CLADOCERA,63.98670868955252
MO,1998,1998-04-13,COPEPODA,138.25571393080878
MO,1998,1998-04-27,CLADOCERA,337.9725734158987
MO,1998,1998-04-27,COPEPODA,175.19542268475206
MO,1998,1998-05-11,CLADOCERA,93.65554269298063
MO,1998,1998-05-11,COPEPODA,48.23985876284601
MO,1998,1998-06-01,CLADOCERA,184.23989133523972
MO,1998,1998-06-01,COPEPODA,266.640359040711
MO,1998,1998-06-08,CLADOCERA,66.5173536490147
MO,1998,1998-06-08,COPEPODA,97.43175934578025
MO,1998,1998-06-22,CLADOCERA,79.19710972326757
MO,1998,1998-06-22,COPEPODA,166.38055723234584
MO,1998,1998-07-06,CLADOCERA,70.51315128623997
MO,1998,1998-07-06,COPEPODA,82.14774266728232
MO,1998,1998-07-23,CLADOCERA,25.288374538211954
MO,1998,1998-07-23,COPEPODA,231.9768253089179
MO,1998,1998-08-02,CLADOCERA,22.5298800160643
MO,1998,1998-08-02,COPEPODA,175.14134005366182
MO,1998,1998-08-18,CLADOCERA,15.035831735130587
MO,1998,1998-08-18,COPEPODA,98.63347461473508
MO,1998,1998-09-02,CLADOCERA,56.21935863419611
MO,1998,1998-09-02,COPEPODA,95.56009777271989
MO,1998,1998-09-28,CLADOCERA,119.64420511100967
MO,1998,1998-09-28,COPEPODA,80.51360771765403
MO,1998,1998-10-27,CLADOCERA,46.9638694527561
MO,1998,1998-10-27,COPEPODA,88.29395993954586
MO,1998,1998-11-23,CLADOCERA,153.0806947466098
MO,1998,1998-11-23,COPEPODA,210.9955215200147
MO,1999,1999-01-27,CLADOCERA,135.81710231885862
MO,1999,1999-01-27,COPEPODA,177.24821087376202
MO,1999,1999-02-23,CLADOCERA,18.257104378802897
MO,1999,1999-02-23,COPEPODA,152.77730945044908
MO,1999,1999-03-29,CLADOCERA,39.49328660682982
MO,1999,1999-03-29,COPEPODA,216.67004607878252
MO,1999,1999-04-12,CLADOCERA,143.77006361117606
MO,1999,1999-04-12,COPEPODA,196.30760979906
MO,1999,1999-04-26,CLADOCERA,340.98312397550444
MO,1999,1999-04-26,COPEPODA,203.3112386415688
MO,1999,1999-05-10,CLADOCERA,161.48752568811398
MO,1999,1999-05-10,COPEPODA,113.70737774182676
MO,1999,1999-05-26,CLADOCERA,200.26565662465964
MO,1999,1999-05-26,COPEPODA,152.25561793642123
MO,1999,1999-06-08,CLADOCERA,117.23079068536713
MO,1999,1999-06-08,COPEPODA,104.64766071246947
MO,1999,1999-06-21,CLADOCERA,73.32514434274803
MO,1999,1999-06-21,COPEPODA,78.86504392362892
MO,1999,1999-07-07,CLADOCERA,66.30948701998004
MO,1999,1999-07-07,COPEPODA,94.73152089211025
MO,1999,1999-07-19,CLADOCERA,6.66501164019474
MO,1999,1999-07-19,COPEPODA,25.04939479135334
MO,1999,1999-08-02,CLADOCERA,27.465318999446485
MO,1999,1999-08-02,COPEPODA,71.17222180805912
MO,1999,1999-08-17,CLADOCERA,30.506480366350527
MO,1999,1999-08-17,COPEPODA,54.92815537223075
MO,1999,1999-08-30,CLADOCERA,21.643242547443606
MO,1999,1999-08-30,COPEPODA,95.05724062315936
MO,1999,1999-09-27,CLADOCERA,183.38361357090636
MO,1999,1999-09-27,COPEPODA,179.33030807142575
MO,1999,1999-10-26,CLADOCERA,40.459956103485716
MO,1999,1999-10-26,COPEPODA,171.1925014109263
MO,1999,1999-11-22,CLADOCERA,121.1057473278748
MO,1999,1999-11-22,COPEPODA,214.26316727522064
MO,2000,2000-01-25,CLADOCERA,25.09717080770266
MO,2000,2000-01-25,COPEPODA,261.5354143494164
MO,2000,2000-03-13,CLADOCERA,24.34845439492626
MO,2000,2000-03-13,COPEPODA,269.3876183241804
MO,2000,2000-03-29,CLADOCERA,32.408398134012984
MO,2000,2000-03-29,COPEPODA,211.31434122755948
MO,2000,2000-04-10,CLADOCERA,76.4060776937148
MO,2000,2000-04-10,COPEPODA,137.18713899381947
MO,2000,2000-04-25,CLADOCERA,297.2661625996306
MO,2000,2000-04-25,COPEPODA,168.10983024859152
MO,2000,2000-05-09,CLADOCERA,251.35983481599916
MO,2000,2000-05-09,COPEPODA,234.81567810948206
MO,2000,2000-05-22,CLADOCERA,319.11747348040046
MO,2000,2000-05-22,COPEPODA,115.19181808534185
MO,2000,2000-06-06,CLADOCERA,108.67649789993307
MO,2000,2000-06-06,COPEPODA,84.19151000751006
MO,2000,2000-06-19,CLADOCERA,149.37156536112346
MO,2000,2000-06-19,COPEPODA,129.31897070877426
MO,2000,2000-07-03,CLADOCERA,116.37552560630759
MO,2000,2000-07-03,COPEPODA,155.0413416529088
MO,2000,2000-07-17,CLADOCERA,42.117402053542335
MO,2000,2000-07-17,COPEPODA,82.41895249444588
MO,2000,2000-08-01,CLADOCERA,9.587156449876685
MO,2000,2000-08-01,COPEPODA,85.84424228770177
MO,2000,2000-08-16,CLADOCERA,22.048066305171762
MO,2000,2000-08-16,COPEPODA,123.11216004324653
MO,2000,2000-08-28,CLADOCERA,5.84253478532528
MO,2000,2000-08-28,COPEPODA,63.39175327902748
MO,2000,2000-09-25,CLADOCERA,127.85178886530365
MO,2000,2000-09-25,COPEPODA,204.28747718839784
MO,2000,2000-10-24,CLADOCERA,187.1578509366909
MO,2000,2000-10-24,COPEPODA,298.47373109047805
MO,2000,2000-11-27,CLADOCERA,60.58405791727894
MO,2000,2000-11-27,COPEPODA,126.24223619583212
MO,2001,2001-01-15,CLADOCERA,19.059591738580494
MO,2001,2001-01-15,COPEPODA,47.197390398179785
MO,2001,2001-04-09,CLADOCERA,80.52134494983106
MO,2001,2001-04-09,COPEPODA,249.6135444670978
MO,2001,2001-04-25,CLADOCERA,120.25648930489409
MO,2001,2001-04-25,COPEPODA,547.7790262945407
MO,2001,2001-05-09,CLADOCERA,612.5652420264744
MO,2001,2001-05-09,COPEPODA,442.61285049534155
MO,2001,2001-05-21,CLADOCERA,440.61496309304164
MO,2001,2001-05-21,COPEPODA,466.7875111241498
MO,2001,2001-06-04,CLADOCERA,198.6242435359648
MO,2001,2001-06-04,COPEPODA,252.4084613341695
MO,2001,2001-06-18,CLADOCERA,100.9827686128737
MO,2001,2001-06-18,COPEPODA,218.95632505781697
MO,2001,2001-07-04,CLADOCERA,56.90126795708085
MO,2001,2001-07-04,COPEPODA,82.18351880064387
MO,2001,2001-07-17,CLADOCERA,35.796438550196555
MO,2001,2001-07-17,COPEPODA,98.55583029618805
MO,2001,2001-07-30,CLADOCERA,10.923011218133302
MO,2001,2001-07-30,COPEPODA,122.61596030825649
MO,2001,2001-08-13,CLADOCERA,17.247007062437888
MO,2001,2001-08-13,COPEPODA,68.87607671748825
MO,2001,2001-08-27,CLADOCERA,34.100955062306234
MO,2001,2001-08-27,COPEPODA,87.11178516717666
MO,2001,2001-09-26,CLADOCERA,9.149317957917253
MO,2001,2001-09-26,COPEPODA,87.85415661323238
MO,2001,2001-10-22,CLADOCERA,40.384030852238226
MO,2001,2001-10-22,COPEPODA,187.48272897639285
MO,2001,2001-11-26,CLADOCERA,103.32370449322586
MO,2001,2001-11-26,COPEPODA,259.4789973850943
MO,2002,2002-04-10,CLADOCERA,25.487349925223654
MO,2002,2002-04-10,COPEPODA,187.9703194158927
MO,2002,2002-04-23,CLADOCERA,61.0770041759594
MO,2002,2002-04-23,COPEPODA,101.24239491015757
MO,2002,2002-05-21,CLADOCERA,102.83807694666122
MO,2002,2002-05-21,COPEPODA,73.65597831285703
MO,2002,2002-06-05,CLADOCERA,108.47378504104623
MO,2002,2002-06-05,COPEPODA,121.00812560257222
MO,2002,2002-06-19,CLADOCERA,147.21962057579907
MO,2002,2002-06-19,COPEPODA,65.24729950362436
MO,2002,2002-07-01,CLADOCERA,26.026696989184384
MO,2002,2002-07-01,COPEPODA,80.21686298010077
MO,2002,2002-07-16,CLADOCERA,20.135436591561035
MO,2002,2002-07-16,COPEPODA,42.601990478724126
MO,2002,2002-07-26,CLADOCERA,9.756526264637573
MO,2002,2002-07-26,COPEPODA,59.36802874436903
MO,2002,2002-08-13,CLADOCERA,15.151204472711234
MO,2002,2002-08-13,COPEPODA,73.25765546211404
MO,2002,2002-08-26,CLADOCERA,3.6890396922475706
MO,2002,2002-08-26,COPEPODA,38.07788053887929
MO,2002,2002-09-23,CLADOCERA,5.274988263212973
MO,2002,2002-09-23,COPEPODA,67.53246868036324
MO,2002,2002-10-22,CLADOCERA,18.99493620958484
MO,2002,2002-10-22,COPEPODA,188.94421458076766
MO,2002,2002-11-19,CLADOCERA,10.19814591575564
MO,2002,2002-11-19,COPEPODA,84.00105715149378
MO,2003,2003-02-13,CLADOCERA,2.749801248890085
MO,2003,2003-02-13,COPEPODA,19.585314921179044
MO,2003,2003-04-01,CLADOCERA,24.718626279190296
MO,2003,2003-04-01,COPEPODA,397.2048807333997
MO,2003,2003-04-15,CLADOCERA,9.749044840946178
MO,2003,2003-04-15,COPEPODA,169.55389314285586
MO,2003,2003-04-28,CLADOCERA,88.02101557351746
MO,2003,2003-04-28,COPEPODA,281.1785613852817
MO,2003,2003-05-13,CLADOCERA,83.29120716170169
MO,2003,2003-05-13,COPEPODA,45.175037463863106
MO,2003,2003-05-27,CLADOCERA,55.89136412870649
MO,2003,2003-05-27,COPEPODA,23.91517120963264
MO,2003,2003-06-10,CLADOCERA,51.17715190024236
MO,2003,2003-06-10,COPEPODA,83.94782045994062
MO,2003,2003-06-23,CLADOCERA,19.24964900778825
MO,2003,2003-06-23,COPEPODA,57.87525598210012
MO,2003,2003-07-08,CLADOCERA,26.07674243033383
MO,2003,2003-07-08,COPEPODA,43.58752646646159
MO,2003,2003-07-21,CLADOCERA,12.348548212503044
MO,2003,2003-07-21,COPEPODA,47.164162154752844
MO,2003,2003-08-05,CLADOCERA,5.287346174734352
MO,2003,2003-08-05,COPEPODA,32.77057854659419
MO,2003,2003-08-18,CLADOCERA,17.523287441613427
MO,2003,2003-08-18,COPEPODA,37.13012635889696
MO,2003,2003-09-03,CLADOCERA,9.266283054521361
MO,2003,2003-09-03,COPEPODA,14.349563062771354
MO,2003,2003-09-30,CLADOCERA,33.61452666885828
MO,2003,2003-09-30,COPEPODA,58.2566693317933
MO,2003,2003-10-29,CLADOCERA,7.8544331673191286
MO,2003,2003-10-29,COPEPODA,47.19516204076738
MO,2003,2003-12-02,CLADOCERA,17.253891510113515
MO,2003,2003-12-02,COPEPODA,74.87379581266973
MO,2004,2004-02-17,CLADOCERA,12.753427570373205
MO,2004,2004-02-17,COPEPODA,45.77887567500233
MO,2004,2004-03-31,CLADOCERA,11.0316871360058
MO,2004,2004-03-31,COPEPODA,57.90912889386504
MO,2004,2004-04-13,CLADOCERA,43.961959078198156
MO,2004,2004-04-13,COPEPODA,60.378225673181355
MO,2004,2004-04-29,CLADOCERA,126.25562276279311
MO,2004,2004-04-29,COPEPODA,91.95775872928154
MO,2004,2004-05-27,CLADOCERA,68.9745518343607
MO,2004,2004-05-27,COPEPODA,62.21479364809204
MO,2004,2004-06-08,CLADOCERA,55.882116208810466
MO,2004,2004-06-08,COPEPODA,68.5006076640653
MO,2004,2004-06-21,CLADOCERA,37.62072654064059
MO,2004,2004-06-21,COPEPODA,30.93306248886518
MO,2004,2004-07-07,CLADOCERA,79.72168980454279
MO,2004,2004-07-07,COPEPODA,52.916181852795596
MO,2004,2004-07-20,CLADOCERA,3.8209774441825215
MO,2004,2004-07-20,COPEPODA,44.855680739664855
MO,2004,2004-08-06,CLADOCERA,5.688794657504977
MO,2004,2004-08-06,COPEPODA,42.3643507090911
MO,2004,2004-08-16,CLADOCERA,15.663627031794148
MO,2004,2004-08-16,COPEPODA,98.74654148690944
MO,2004,2004-09-08,CLADOCERA,14.899032659274342
MO,2004,2004-09-08,COPEPODA,50.77114953832574
MO,2004,2004-10-06,CLADOCERA,8.827480025892635
MO,2004,2004-10-06,COPEPODA,48.84544697824393
MO,2004,2004-11-04,CLADOCERA,70.03256878525586
MO,2004,2004-11-04,COPEPODA,62.32857260219244
MO,2005,2005-02-03,CLADOCERA,20.720426202305745
MO,2005,2005-02-03,COPEPODA,30.97692492616984
MO,2005,2005-04-18,CLADOCERA,187.3147302461933
MO,2005,2005-04-18,COPEPODA,198.69339132110633
MO,2005,2005-04-27,CLADOCERA,223.48318399800988
MO,2005,2005-04-27,COPEPODA,106.04328388933509
MO,2005,2005-05-10,CLADOCERA,173.67002647074298
MO,2005,2005-05-10,COPEPODA,125.75418810971384
MO,2005,2005-05-24,CLADOCERA,116.3124234757905
MO,2005,2005-05-24,COPEPODA,109.21823248630005
MO,2005,2005-06-07,CLADOCERA,160.34227654828516
MO,2005,2005-06-07,COPEPODA,110.94017367917901
MO,2005,2005-06-21,CLADOCERA,148.4342406875305
MO,2005,2005-06-21,COPEPODA,67.68377851037398
MO,2005,2005-07-05,CLADOCERA,76.8352924247616
MO,2005,2005-07-05,COPEPODA,31.924779873832296
MO,2005,2005-07-19,CLADOCERA,22.678138290623696
MO,2005,2005-07-19,COPEPODA,54.102921723352054
MO,2005,2005-08-03,CLADOCERA,8.640124515878151
MO,2005,2005-08-03,COPEPODA,79.66771669064369
MO,2005,2005-08-15,CLADOCERA,2.3341999100140938
MO,2005,2005-08-15,COPEPODA,70.2940147757799
MO,2005,2005-08-30,CLADOCERA,5.557876337146641
MO,2005,2005-08-30,COPEPODA,85.8565264990681
MO,2005,2005-09-27,CLADOCERA,27.25279005419433
MO,2005,2005-09-27,COPEPODA,52.473061244559084
MO,2005,2005-11-03,CLADOCERA,69.76861797245091
MO,2005,2005-11-03,COPEPODA,79.87257744276368
MO,2006,2006-04-05,CLADOCERA,22.0591044153485
MO,2006,2006-04-05,COPEPODA,171.23822426597619
MO,2006,2006-04-19,CLADOCERA,87.22560110311836
MO,2006,2006-04-19,COPEPODA,223.90693986079094
MO,2006,2006-05-03,CLADOCERA,296.6731798269784
MO,2006,2006-05-03,COPEPODA,154.46028439348927
MO,2006,2006-05-16,CLADOCERA,307.2742930281359
MO,2006,2006-05-16,COPEPODA,105.70999325060838
MO,2006,2006-05-31,CLADOCERA,123.11133044572509
MO,2006,2006-05-31,COPEPODA,280.1340476580437
MO,2006,2006-06-13,CLADOCERA,181.901830374275
MO,2006,2006-06-13,COPEPODA,99.23356655256792
MO,2006,2006-06-27,CLADOCERA,103.08405771603854
MO,2006,2006-06-27,COPEPODA,97.7452853060174
MO,2006,2006-07-12,CLADOCERA,43.32198667705578
MO,2006,2006-07-12,COPEPODA,64.6609571385107
MO,2006,2006-07-25,CLADOCERA,0
MO,2006,2006-07-25,COPEPODA,0
MO,2006,2006-08-08,CLADOCERA,16.201228251631946
MO,2006,2006-08-08,COPEPODA,29.277920822355075
MO,2006,2006-08-21,CLADOCERA,16.709664861187093
MO,2006,2006-08-21,COPEPODA,42.428091972471734
MO,2006,2006-09-07,CLADOCERA,20.408141458785938
MO,2006,2006-09-07,COPEPODA,89.12968966945377
MO,2006,2006-10-04,CLADOCERA,39.47897196296297
MO,2006,2006-10-04,COPEPODA,114.98397065720029
MO,2006,2006-10-30,CLADOCERA,52.88211099503586
MO,2006,2006-10-30,COPEPODA,174.8466138703086
MO,2006,2006-12-11,CLADOCERA,107.28553588427691
MO,2006,2006-12-11,COPEPODA,133.5452878829341
MO,2007,2007-01-05,CLADOCERA,77.91327470917567
MO,2007,2007-01-05,COPEPODA,141.39574389488365
MO,2007,2007-02-26,CLADOCERA,36.53908733822171
MO,2007,2007-02-26,COPEPODA,71.50231128215046
MO,2007,2007-04-03,CLADOCERA,5.244494647139495
MO,2007,2007-04-03,COPEPODA,61.48292147538328
MO,2007,2007-04-17,CLADOCERA,30.74202655843031
MO,2007,2007-04-17,COPEPODA,88.81554560569192
MO,2007,2007-05-02,CLADOCERA,229.50933897386943
MO,2007,2007-05-02,COPEPODA,108.88652202463142
MO,2007,2007-05-21,CLADOCERA,99.56225023915282
MO,2007,2007-05-21,COPEPODA,85.69947978978355
MO,2007,2007-05-29,CLADOCERA,67.74846337634047
MO,2007,2007-05-29,COPEPODA,126.39271237119979
MO,2007,2007-06-11,CLADOCERA,80.34751607162312
MO,2007,2007-06-11,COPEPODA,149.76213843523712
MO,2007,2007-06-25,CLADOCERA,220.99393010179972
MO,2007,2007-06-25,COPEPODA,128.26803563283337
MO,2007,2007-07-09,CLADOCERA,10.464005150810038
MO,2007,2007-07-09,COPEPODA,119.03946777375393
MO,2007,2007-07-23,CLADOCERA,17.827180589115592
MO,2007,2007-07-23,COPEPODA,104.91092433547676
MO,2007,2007-08-07,CLADOCERA,14.791771534338631
MO,2007,2007-08-07,COPEPODA,87.67982957388274
MO,2007,2007-08-20,CLADOCERA,7.006238342822718
MO,2007,2007-08-20,COPEPODA,53.28463866808402
MO,2007,2007-09-04,CLADOCERA,11.314030965484312
MO,2007,2007-09-04,COPEPODA,30.91174202917288
MO,2007,2007-10-04,CLADOCERA,17.5815070036591
MO,2007,2007-10-04,COPEPODA,62.30368738251093
MO,2007,2007-10-29,CLADOCERA,25.51765055700499
MO,2007,2007-10-29,COPEPODA,16.549218083872095
MO,2007,2007-11-26,CLADOCERA,57.656038344455496
MO,2007,2007-11-26,COPEPODA,38.37004574368325
MO,2008,2008-03-03,CLADOCERA,6.366828260407094
MO,2008,2008-03-03,COPEPODA,28.776622354468277
MO,2008,2008-04-17,CLADOCERA,9.921249014661361
MO,2008,2008-04-17,COPEPODA,69.7771225573941
MO,2008,2008-04-30,CLADOCERA,60.21326723169781
MO,2008,2008-04-30,COPEPODA,127.14111191840365
MO,2008,2008-05-14,CLADOCERA,166.08245507658185
MO,2008,2008-05-14,COPEPODA,120.72667630337116
MO,2008,2008-05-28,CLADOCERA,339.39868821395123
MO,2008,2008-05-28,COPEPODA,156.35767098065088
MO,2008,2008-06-10,CLADOCERA,111.10942912896226
MO,2008,2008-06-10,COPEPODA,112.96323384505291
MO,2008,2008-06-24,CLADOCERA,61.72044409655874
MO,2008,2008-06-24,COPEPODA,166.30357904023023
MO,2008,2008-07-08,CLADOCERA,20.301341928498694
MO,2008,2008-07-08,COPEPODA,74.04476820492759
MO,2008,2008-07-21,CLADOCERA,4.964335364335917
MO,2008,2008-07-21,COPEPODA,58.80128935333797
MO,2008,2008-08-05,CLADOCERA,12.058765059987785
MO,2008,2008-08-05,COPEPODA,94.73102235154501
MO,2008,2008-08-18,CLADOCERA,8.303631302932088
MO,2008,2008-08-18,COPEPODA,67.00083230333496
MO,2008,2008-09-05,CLADOCERA,50.65046856300368
MO,2008,2008-09-05,COPEPODA,166.98268966646347
MO,2008,2008-09-29,CLADOCERA,53.38090737494754
MO,2008,2008-09-29,COPEPODA,144.82903524702525
MO,2008,2008-10-31,CLADOCERA,22.102642645392212
MO,2008,2008-10-31,COPEPODA,113.87214338132188
MO,2009,2009-02-05,CLADOCERA,15.471640007316973
MO,2009,2009-02-05,COPEPODA,59.950188530201416
MO,2009,2009-04-17,CLADOCERA,6.814610920680078
MO,2009,2009-04-17,COPEPODA,53.91205719427069
MO,2009,2009-04-29,CLADOCERA,95.05226501519702
MO,2009,2009-04-29,COPEPODA,336.5784382470763
MO,2009,2009-05-11,CLADOCERA,405.89331532088784
MO,2009,2009-05-11,COPEPODA,389.52184705337487
MO,2009,2009-05-28,CLADOCERA,234.72229330934837
MO,2009,2009-05-28,COPEPODA,108.1667508390559
MO,2009,2009-06-10,CLADOCERA,97.51931148904161
MO,2009,2009-06-10,COPEPODA,113.70113677393981
MO,2009,2009-06-23,CLADOCERA,77.24706589988546
MO,2009,2009-06-23,COPEPODA,126.75537568840463
MO,2009,2009-07-09,CLADOCERA,24.199359904282147
MO,2009,2009-07-09,COPEPODA,119.70307573081563
MO,2009,2009-07-20,CLADOCERA,2.02615583973509
MO,2009,2009-07-20,COPEPODA,69.66422300278548
MO,2009,2009-08-04,CLADOCERA,7.789762524227793
MO,2009,2009-08-04,COPEPODA,149.74331813579138
MO,2009,2009-08-20,CLADOCERA,15.321934635162144
MO,2009,2009-08-20,COPEPODA,144.33272581102878
MO,2009,2009-09-04,CLADOCERA,23.35151590560279
MO,2009,2009-09-04,COPEPODA,112.51440110829695
MO,2009,2009-09-30,CLADOCERA,19.72307586129788
MO,2009,2009-09-30,COPEPODA,88.36636431580038
MO,2009,2009-10-30,CLADOCERA,86.0275689092366
MO,2009,2009-10-30,COPEPODA,563.3622468994186
MO,2009,2009-12-04,CLADOCERA,89.39320556636014
MO,2009,2009-12-04,COPEPODA,151.93431584575612
MO,2010,2010-02-03,CLADOCERA,9.831969999160865
MO,2010,2010-02-03,COPEPODA,22.147696539994424
MO,2010,2010-03-30,CLADOCERA,5.87706828615291
MO,2010,2010-03-30,COPEPODA,58.37803021966833
MO,2010,2010-04-12,CLADOCERA,3.696526333665194
MO,2010,2010-04-12,COPEPODA,62.008099918339305
MO,2010,2010-04-27,CLADOCERA,70.74548061862163
MO,2010,2010-04-27,COPEPODA,204.6240633491238
MO,2010,2010-05-13,CLADOCERA,81.76620507461512
MO,2010,2010-05-13,COPEPODA,53.86057157299899
MO,2010,2010-05-25,CLADOCERA,77.32406927991963
MO,2010,2010-05-25,COPEPODA,22.561236979999446
MO,2010,2010-06-09,CLADOCERA,33.731177029041895
MO,2010,2010-06-09,COPEPODA,48.07458568236266
MO,2010,2010-06-21,CLADOCERA,4.3650618710976845
MO,2010,2010-06-21,COPEPODA,33.88472933566347
MO,2010,2010-07-06,CLADOCERA,1.2450382017341934
MO,2010,2010-07-06,COPEPODA,45.7335237047302
MO,2010,2010-07-20,CLADOCERA,0.8583705530757753
MO,2010,2010-07-20,COPEPODA,57.22726235076411
MO,2010,2010-08-04,CLADOCERA,1.5951659550739714
MO,2010,2010-08-04,COPEPODA,20.002404585254816
MO,2010,2010-08-16,CLADOCERA,3.631726935602444
MO,2010,2010-08-16,COPEPODA,4.204055518685518
MO,2010,2010-08-30,CLADOCERA,9.655788673928585
MO,2010,2010-08-30,COPEPODA,21.34776462194834
MO,2010,2010-10-08,CLADOCERA,3.8109610078988685
MO,2010,2010-10-08,COPEPODA,64.55707859425308
MO,2010,2010-11-02,CLADOCERA,9.367847260727345
MO,2010,2010-11-02,COPEPODA,71.99009493983596
MO,2011,2011-01-26,CLADOCERA,41.51573060575624
MO,2011,2011-01-26,COPEPODA,239.73550978708766
MO,2011,2011-04-19,CLADOCERA,60.56927448714118
MO,2011,2011-04-19,COPEPODA,290.13214054046693
MO,2011,2011-05-03,CLADOCERA,74.86951435884093
MO,2011,2011-05-03,COPEPODA,304.6618786835518
MO,2011,2011-05-17,CLADOCERA,678.9977911182755
MO,2011,2011-05-17,COPEPODA,498.68737569976327
MO,2011,2011-06-14,CLADOCERA,311.5507505080796
MO,2011,2011-06-14,COPEPODA,288.8251632525154
MO,2011,2011-06-28,CLADOCERA,279.56060539994786
MO,2011,2011-06-28,COPEPODA,268.2538120011879
MO,2011,2011-07-15,CLADOCERA,30.41872810277259
MO,2011,2011-07-15,COPEPODA,98.3121626307675
MO,2011,2011-07-26,CLADOCERA,5.8315418349571715
MO,2011,2011-07-26,COPEPODA,778.4922059220205
MO,2011,2011-08-09,CLADOCERA,35.233404590970636
MO,2011,2011-08-09,COPEPODA,914.551431775743
MO,2011,2011-08-24,CLADOCERA,180.44500021589937
MO,2011,2011-08-24,COPEPODA,969.0915235550212
MO,2011,2011-09-13,CLADOCERA,245.41808845517596
MO,2011,2011-09-13,COPEPODA,500.2158980894772
MO,2011,2011-10-04,CLADOCERA,72.252200827665
