lakeid,year4,daynum,sampledate,extcoef,lightext_flag,comments
BM,2010,302,10/29/2010,0.336,,
BM,2010,315,11/11/2010,0.306,,
BM,2011,14,1/14/2011,0.299,,
BM,2011,47,2/16/2011,0.277,,
BM,2011,81,3/22/2011,0.233,,
BM,2011,125,5/5/2011,0.242,,
BM,2011,137,5/17/2011,0.286,,
BM,2011,151,5/31/2011,0.247,,
BM,2011,165,6/14/2011,,V,extcoef: Light not monotonically decreasing
BM,2011,182,7/1/2011,,V,extcoef: Light not monotonically decreasing
BM,2011,193,7/12/2011,0.332,,
BM,2011,208,7/27/2011,0.316,,
BM,2011,221,8/9/2011,0.334,,
BM,2011,235,8/23/2011,0.284,,
BM,2011,249,9/6/2011,0.379,,
BM,2011,262,9/19/2011,0.352,,
BM,2011,276,10/3/2011,0.34,,
BM,2011,291,10/18/2011,0.37,,
BM,2011,305,11/1/2011,0.333,,
BM,2011,319,11/15/2011,0.353,,
BM,2012,11,1/11/2012,0.279,,
BM,2012,51,2/20/2012,0.238,,
BM,2012,94,4/3/2012,0.288,,
BM,2012,110,4/19/2012,0.266,,
BM,2012,121,4/30/2012,0.215,,
BM,2012,138,5/17/2012,0.241,,
BM,2012,150,5/29/2012,0.258,,
BM,2012,165,6/13/2012,0.302,,
BM,2012,177,6/25/2012,0.319,,
BM,2012,192,7/10/2012,0.311,,
BM,2012,205,7/23/2012,,V,
BM,2012,222,8/9/2012,0.329,,
BM,2012,233,8/20/2012,0.356,,
BM,2012,248,9/4/2012,0.346,,
BM,2012,261,9/17/2012,0.27,,
BM,2012,275,10/1/2012,0.363,,
BM,2012,291,10/17/2012,0.271,,
BM,2012,303,10/29/2012,0.313,,
BM,2012,318,11/13/2012,0.277,,
BM,2013,18,1/18/2013,0.251,,
BM,2013,53,2/22/2013,0.2,,
BM,2013,88,3/29/2013,0.196,,
BM,2013,135,5/15/2013,0.278,,
BM,2013,144,5/24/2013,,,
BM,2013,161,6/10/2013,0.347,,
BM,2013,175,6/24/2013,,V,
BM,2013,189,7/8/2013,,V,
BM,2013,219,8/7/2013,0.359,,
BM,2013,232,8/20/2013,0.346,,
BM,2013,246,9/3/2013,0.38,,
BM,2013,273,9/30/2013,0.336,,
BM,2013,301,10/28/2013,0.335,,
BM,2013,318,11/14/2013,0.276,,
BM,2014,30,1/30/2014,0.266,,
BM,2014,63,3/4/2014,0.157,,
BM,2014,86,3/27/2014,0.244,,
BM,2014,140,5/20/2014,0.321,,
BM,2014,153,6/2/2014,0.337,,
BM,2014,167,6/16/2014,,V,
BM,2014,181,6/30/2014,,,
BM,2014,196,7/15/2014,0.295,,
BM,2014,209,7/28/2014,0.316,,
BM,2014,223,8/11/2014,0.388,,
BM,2014,239,8/27/2014,0.341,,
BM,2014,252,9/9/2014,0.355,,
BM,2014,265,9/22/2014,,V,
BM,2014,280,10/7/2014,0.306,,
BM,2014,295,10/22/2014,0.36,,
BM,2014,309,11/5/2014,0.306,,
BM,2015,21,1/21/2015,0.255,,
BM,2015,62,3/3/2015,0.18,,
BM,2015,85,3/26/2015,0.256,,
BM,2015,113,4/23/2015,0.326,,
BM,2015,126,5/6/2015,0.304,,
BM,2015,139,5/19/2015,0.231,,
BM,2015,154,6/3/2015,0.254,,
BM,2015,166,6/15/2015,0.246,,
BM,2015,181,6/30/2015,0.295,,
BM,2015,195,7/14/2015,0.197,,
BM,2015,210,7/29/2015,0.345,,
BM,2015,224,8/12/2015,0.322,,
BM,2015,237,8/25/2015,0.332,,
BM,2015,252,9/9/2015,0.382,,
BM,2015,266,9/23/2015,0.311,,
BM,2015,278,10/5/2015,0.35,,
BM,2015,294,10/21/2015,0.363,,
BM,2015,314,11/10/2015,0.385,,
BM,2016,22,1/22/2016,0.313,,
BM,2016,64,3/4/2016,0.242,,
BM,2016,118,4/27/2016,0.291,,
BM,2016,130,5/9/2016,0.313,,
BM,2016,144,5/23/2016,0.241,,
BM,2016,159,6/7/2016,0.263,,
BM,2016,173,6/21/2016,0.26,,
BM,2016,187,7/5/2016,0.307,,
BM,2016,202,7/20/2016,0.329,,
BM,2016,216,8/3/2016,0.361,,
BM,2016,229,8/16/2016,0.342,,
BM,2016,242,8/29/2016,0.366,,
BM,2016,257,9/13/2016,0.358,,
BM,2016,271,9/27/2016,0.302,,
BM,2016,284,10/10/2016,0.367,,
BM,2016,300,10/26/2016,0.329,,
BM,2016,316,11/11/2016,0.401,,
BM,2017,18,1/18/2017,0.244,,
BM,2017,52,2/21/2017,0.242,,
BM,2017,87,3/28/2017,0.265,,
BM,2017,109,4/19/2017,0.284,,
BM,2017,121,5/1/2017,0.263,,
BM,2017,136,5/16/2017,0.257,,
BM,2017,150,5/30/2017,0.241,,
BM,2017,164,6/13/2017,0.257,,
BM,2017,177,6/26/2017,,,
BM,2017,192,7/11/2017,0.349,,
BM,2017,205,7/24/2017,0.402,,
BM,2017,219,8/7/2017,0.318,,
BM,2017,234,8/22/2017,0.308,,
BM,2017,249,9/6/2017,0.375,,
BM,2017,261,9/18/2017,,,
BM,2017,276,10/3/2017,0.312,,
BM,2017,290,10/17/2017,0.378,,
BM,2017,312,11/8/2017,0.351,,
BM,2018,22,1/22/2018,0.33,,
BM,2018,51,2/20/2018,0.391,,
BM,2018,87,3/28/2018,0.279,,
BM,2018,136,5/16/2018,0.36,,
BM,2018,149,5/29/2018,,V,ext_coef: Light not monotonically decreasing
BM,2018,164,6/13/2018,0.308,,
BM,2018,177,6/26/2018,,V,ext_coef: Light not monotonically decreasing
BM,2018,190,7/9/2018,0.358,,
BM,2018,204,7/23/2018,0.385,,
BM,2018,218,8/6/2018,0.385,,
BM,2018,232,8/20/2018,0.36,,
BM,2018,247,9/4/2018,0.335,,
BM,2018,262,9/19/2018,0.312,,
BM,2018,274,10/1/2018,0.271,,
BM,2018,290,10/17/2018,0.327,,
BM,2018,310,11/6/2018,0.3,,
BM,2019,16,1/16/2019,0.283,,
BM,2019,60,3/1/2019,,V,extcoef: Light not monotonically decreasing
BM,2019,84,3/25/2019,0.265,,
BM,2019,128,5/8/2019,0.355,,
BM,2019,141,5/21/2019,,V,extcoef: Light not monotonically decreasing
BM,2019,154,6/3/2019,0.274,,
BM,2019,168,6/17/2019,,V,extcoef: Light not monotonically decreasing
BM,2019,183,7/2/2019,0.323,,
BM,2019,199,7/18/2019,0.345,,
BM,2019,210,7/29/2019,0.357,,
BM,2019,226,8/14/2019,0.388,,
BM,2019,240,8/28/2019,0.314,,
BM,2019,253,9/10/2019,0.29,,
BM,2019,267,9/24/2019,0.366,,
BM,2019,281,10/8/2019,0.345,,
BM,2019,294,10/21/2019,0.313,,
BM,2019,311,11/7/2019,0.311,,
BM,2020,15,1/15/2020,0.331,,
BM,2020,56,2/25/2020,0.292,,
BM,2020,125,5/4/2020,0.366,,
BM,2020,154,6/2/2020,0.271,,
BM,2020,184,7/2/2020,0.327,,
BM,2020,218,8/5/2020,0.341,,
BM,2020,252,9/8/2020,0.319,,
BM,2020,288,10/14/2020,0.327,,
BM,2020,307,11/2/2020,0.332,,
CB,1981,211,7/30/1981,,V,extcoef: Insufficient light data
CB,1981,222,8/10/1981,,V,extcoef: Insufficient light data
CB,1981,239,8/27/1981,2.1,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light. Calc from 2 light values.
CB,1981,253,9/10/1981,,V,extcoef: Insufficient light data
CB,1981,268,9/25/1981,,V,extcoef: Insufficient light data
CB,1981,296,10/23/1981,,V,extcoef: Insufficient light data
CB,1982,18,1/18/1982,,V,extcoef: No light data
CB,1982,53,2/22/1982,,V,extcoef: No light data
CB,1982,97,4/7/1982,,V,extcoef: No light data
CB,1982,133,5/13/1982,4.2,J,extcoef: Calculated from 2 frlight values
CB,1982,144,5/24/1982,,V,extcoef: Light not monotonically decreasing
CB,1982,161,6/10/1982,2.218,,
CB,1982,174,6/23/1982,0.972,,
CB,1982,187,7/6/1982,,V,extcoef: Insufficient light data
CB,1982,203,7/22/1982,,V,extcoef: No light data
CB,1982,216,8/4/1982,,V,extcoef: No light data
CB,1982,231,8/19/1982,2.578,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CB,1982,250,9/7/1982,2.804,,
CB,1982,265,9/22/1982,,V,extcoef: No light data
CB,1982,279,10/6/1982,2.356,,
CB,1982,295,10/22/1982,2.835,,
CB,1982,315,11/11/1982,,V,extcoef: Insufficient light data
CB,1982,335,12/1/1982,,V,extcoef: No light data
CB,1983,11,1/11/1983,,V,extcoef: No light data
CB,1983,54,2/23/1983,,V,extcoef: No light data
CB,1983,84,3/25/1983,,V,extcoef: No light data
CB,1983,132,5/12/1983,2.98,,
CB,1983,146,5/26/1983,2.339,J,extcoef: Calculated from 2 frlight values
CB,1983,158,6/7/1983,,V,extcoef: Insufficient light data
CB,1983,174,6/23/1983,2.67,J,extcoef: Calculated from 2 frlight values
CB,1983,188,7/7/1983,2.61,J,extcoef: Calculated from 2 frlight values
CB,1983,200,7/19/1983,2.269,J,extcoef: Calculated from 2 frlight values
CB,1983,213,8/1/1983,,V,extcoef: Insufficient light data
CB,1983,230,8/18/1983,1.989,J,extcoef: Calculated from 2 frlight values
CB,1983,250,9/7/1983,1.667,J,extcoef: Calculated from 2 frlight values
CB,1983,272,9/29/1983,1.609,J,extcoef: Calculated from 2 frlight values
CB,1983,291,10/18/1983,,V,extcoef: Insufficient light data
CB,1983,320,11/16/1983,,V,extcoef: No light data
CB,1984,5,1/5/1984,,V,extcoef: No light data
CB,1984,51,2/20/1984,,V,extcoef: No light data
CB,1984,100,4/9/1984,,V,extcoef: No light data
CB,1984,131,5/10/1984,1.828,J,extcoef: Calculated from 2 frlight values
CB,1984,145,5/24/1984,,V,extcoef: No light data
CB,1984,157,6/5/1984,2.157,J,extcoef: Calculated from 2 frlight values
CB,1984,170,6/18/1984,0.722,J,extcoef: Calculated from 2 frlight values
CB,1984,186,7/4/1984,3.287,J,extcoef: Calculated from 2 frlight values
CB,1984,200,7/18/1984,1.776,J,extcoef: Calculated from 2 frlight values
CB,1984,213,7/31/1984,1.43,J,extcoef: Calculated from 2 frlight values
CB,1984,229,8/16/1984,1.552,J,extcoef: Calculated from 2 frlight values
CB,1984,250,9/6/1984,1.522,J,extcoef: Calculated from 2 frlight values
CB,1984,268,9/24/1984,,V,extcoef: Insufficient light data
CB,1984,291,10/17/1984,1.281,J,extcoef: Calculated from 2 frlight values
CB,1984,310,11/5/1984,0.858,J,extcoef: Calculated from 2 frlight values
CB,1985,15,1/15/1985,,V,extcoef: Insufficient light data
CB,1985,57,2/26/1985,2.064,J,extcoef: Calculated from 2 frlight values
CB,1985,85,3/26/1985,2.213,,
CB,1985,122,5/2/1985,1.891,J,extcoef: Calculated from 2 frlight values
CB,1985,134,5/14/1985,2.171,J,extcoef: Calculated from 2 frlight values
CB,1985,150,5/30/1985,2.226,J,extcoef: Calculated from 2 frlight values
CB,1985,161,6/10/1985,1.894,J,extcoef: Calculated from 2 frlight values
CB,1985,176,6/25/1985,2.282,J,extcoef: Calculated from 2 frlight values
CB,1985,191,7/10/1985,,V,extcoef: Insufficient light data
CB,1985,203,7/22/1985,1.698,J,extcoef: Calculated from 2 frlight values
CB,1985,217,8/5/1985,1.266,J,extcoef: Calculated from 2 frlight values
CB,1985,232,8/20/1985,1.295,J,extcoef: Calculated from 2 frlight values
CB,1985,252,9/9/1985,,V,extcoef: Insufficient light data
CB,1985,276,10/3/1985,1.528,J,extcoef: Calculated from 2 frlight values
CB,1985,297,10/24/1985,1.419,J,extcoef: Calculated from 2 frlight values
CB,1985,316,11/12/1985,,V,extcoef: Insufficient light data
CB,1986,13,1/13/1986,,V,extcoef: Insufficient light data
CB,1986,56,2/25/1986,,V,extcoef: Insufficient light data
CB,1986,113,4/23/1986,2.282,J,extcoef: Calculated from 2 frlight values
CB,1986,126,5/6/1986,2.796,J,extcoef: Calculated from 2 frlight values
CB,1986,140,5/20/1986,2.211,J,extcoef: Calculated from 2 frlight values
CB,1986,153,6/2/1986,1.716,J,extcoef: Calculated from 2 frlight values
CB,1986,168,6/17/1986,1.711,J,extcoef: Calculated from 2 frlight values
CB,1986,182,7/1/1986,1.259,J,extcoef: Calculated from 2 frlight values
CB,1986,195,7/14/1986,1.345,J,extcoef: Calculated from 2 frlight values
CB,1986,212,7/31/1986,2.096,J,extcoef: Calculated from 2 frlight values
CB,1986,223,8/11/1986,1.415,J,extcoef: Calculated from 2 frlight values
CB,1986,239,8/27/1986,1.584,J,extcoef: Calculated from 2 frlight values
CB,1986,252,9/9/1986,1.496,J,extcoef: Calculated from 2 frlight values
CB,1986,266,9/23/1986,1.442,J,extcoef: Calculated from 2 frlight values
CB,1986,281,10/8/1986,,V,extcoef: Insufficient light data
CB,1986,293,10/20/1986,1.626,J,extcoef: Calculated from 2 frlight values
CB,1986,309,11/5/1986,,V,extcoef: Insufficient light data
CB,1987,20,1/20/1987,,V,extcoef: Insufficient light data
CB,1987,54,2/23/1987,,V,extcoef: Insufficient light data
CB,1987,78,3/19/1987,2.427,,
CB,1987,103,4/13/1987,1.922,J,extcoef: Calculated from 2 frlight values
CB,1987,120,4/30/1987,2.02,J,extcoef: Calculated from 2 frlight values
CB,1987,139,5/19/1987,1.979,J,extcoef: Calculated from 2 frlight values
CB,1987,154,6/3/1987,1.509,J,extcoef: Calculated from 2 frlight values
CB,1987,174,6/23/1987,1.564,J,extcoef: Calculated from 2 frlight values
CB,1987,182,7/1/1987,1.459,J,extcoef: Calculated from 2 frlight values
CB,1987,195,7/14/1987,1.309,J,extcoef: Calculated from 2 frlight values
CB,1987,208,7/27/1987,1.466,J,extcoef: Calculated from 2 frlight values
CB,1987,225,8/13/1987,1.398,J,extcoef: Calculated from 2 frlight values
CB,1987,237,8/25/1987,1.432,J,extcoef: Calculated from 2 frlight values
CB,1987,253,9/10/1987,1.548,J,extcoef: Calculated from 2 frlight values
CB,1987,266,9/23/1987,1.786,J,extcoef: Calculated from 2 frlight values
CB,1987,280,10/7/1987,1.361,J,extcoef: Calculated from 2 frlight values
CB,1987,293,10/20/1987,1.299,J,extcoef: Calculated from 2 frlight values
CB,1987,302,10/29/1987,1.623,J,extcoef: Calculated from 2 frlight values
CB,1987,321,11/17/1987,,V,extcoef: Insufficient light data
CB,1988,20,1/20/1988,,V,extcoef: No light data
CB,1988,60,2/29/1988,,V,extcoef: Insufficient light data
CB,1988,83,3/23/1988,,V,extcoef: Insufficient light data
CB,1988,112,4/21/1988,1.663,J,extcoef: Calculated from 2 frlight values
CB,1988,132,5/11/1988,1.801,J,extcoef: Calculated from 2 frlight values
CB,1988,144,5/23/1988,1.985,J,extcoef: Calculated from 2 frlight values
CB,1988,160,6/8/1988,1.67,J,extcoef: Calculated from 2 frlight values
CB,1988,174,6/22/1988,1.634,J,extcoef: Calculated from 2 frlight values
CB,1988,189,7/7/1988,1.742,J,extcoef: Calculated from 2 frlight values
CB,1988,200,7/18/1988,2.38,J,extcoef: Calculated from 2 frlight values
CB,1988,215,8/2/1988,2.258,J,extcoef: Calculated from 2 frlight values
CB,1988,228,8/15/1988,1.48,J,extcoef: Calculated from 2 frlight values
CB,1988,245,9/1/1988,1.29,J,extcoef: Calculated from 2 frlight values
CB,1988,258,9/14/1988,1.552,J,extcoef: Calculated from 2 frlight values
CB,1988,270,9/26/1988,0.647,J,extcoef: Calculated from 2 frlight values
CB,1988,284,10/10/1988,1.335,J,extcoef: Calculated from 2 frlight values
CB,1988,301,10/27/1988,,V,extcoef: Insufficient light data
CB,1988,321,11/16/1988,1.068,J,extcoef: Calculated from 2 frlight values
CB,1989,19,1/19/1989,,V,extcoef: Insufficient light data
CB,1989,52,2/21/1989,,V,extcoef: Insufficient light data
CB,1989,87,3/28/1989,0.197,,
CB,1989,124,5/4/1989,2.247,J,extcoef: Calculated from 2 frlight values
CB,1989,136,5/16/1989,1.504,J,extcoef: Calculated from 2 frlight values
CB,1989,150,5/30/1989,1.609,J,extcoef: Calculated from 2 frlight values
CB,1989,165,6/14/1989,0.358,J,extcoef: Calculated from 2 frlight values
CB,1989,177,6/26/1989,2.026,J,extcoef: Calculated from 2 frlight values
CB,1989,192,7/11/1989,2.172,J,extcoef: Calculated from 2 frlight values
CB,1989,207,7/26/1989,3.418,J,extcoef: Calculated from 2 frlight values
CB,1989,221,8/9/1989,,V,extcoef: Insufficient light data
CB,1989,235,8/23/1989,1.836,,
CB,1989,249,9/6/1989,1.866,,
CB,1989,262,9/19/1989,1.574,,
CB,1989,275,10/2/1989,2.505,,
CB,1989,291,10/18/1989,,V,extcoef: Light not monotonically decreasing
CB,1989,303,10/30/1989,1.79,,
CB,1989,311,11/7/1989,2.523,,
CB,1990,18,1/18/1990,,V,extcoef: Insufficient light data
CB,1990,58,2/27/1990,,V,extcoef: No light data
CB,1990,87,3/28/1990,,V,extcoef: No light data
CB,1990,122,5/2/1990,1.838,,
CB,1990,135,5/15/1990,1.962,,
CB,1990,150,5/30/1990,1.474,,
CB,1990,162,6/11/1990,1.717,,
CB,1990,176,6/25/1990,2.417,,
CB,1990,192,7/11/1990,1.929,,
CB,1990,206,7/25/1990,1.811,,
CB,1990,218,8/6/1990,2.004,,
CB,1990,232,8/20/1990,2.004,,
CB,1990,247,9/4/1990,1.646,,
CB,1990,260,9/17/1990,2.027,,
CB,1990,276,10/3/1990,,V,extcoef: Insufficient light data
CB,1990,288,10/15/1990,2.087,,
CB,1990,303,10/30/1990,2.077,,
CB,1990,312,11/8/1990,1.847,,
CB,1991,15,1/15/1991,,V,extcoef: Insufficient light data
CB,1991,49,2/18/1991,,V,extcoef: Insufficient light data
CB,1991,81,3/22/1991,2.823,,
CB,1991,129,5/9/1991,1.796,,
CB,1991,141,5/21/1991,1.844,,
CB,1991,154,6/3/1991,2.175,,
CB,1991,168,6/17/1991,2.318,,
CB,1991,183,7/2/1991,1.945,,
CB,1991,197,7/16/1991,2.177,,
CB,1991,212,7/31/1991,1.843,,
CB,1991,224,8/12/1991,1.834,,
CB,1991,238,8/26/1991,,V,extcoef: Light not monotonically decreasing
CB,1991,253,9/10/1991,2.061,,
CB,1991,268,9/25/1991,1.831,,
CB,1991,281,10/8/1991,2.051,,
CB,1991,302,10/29/1991,1.838,,
CB,1992,15,1/15/1992,,V,extcoef: Insufficient light data
CB,1992,56,2/25/1992,,V,extcoef: Insufficient light data
CB,1992,85,3/25/1992,3.067,,
CB,1992,125,5/4/1992,2.479,,
CB,1992,142,5/21/1992,2.022,,
CB,1992,156,6/4/1992,2.464,,
CB,1992,168,6/16/1992,2.592,,
CB,1992,190,7/8/1992,,V,extcoef: Light not monotonically decreasing
CB,1992,197,7/15/1992,,V,extcoef: No light data
CB,1992,209,7/27/1992,,V,extcoef: Light not monotonically decreasing
CB,1992,226,8/13/1992,1.893,,
CB,1992,239,8/26/1992,1.746,,
CB,1992,255,9/11/1992,2.104,,
CB,1992,267,9/23/1992,1.839,,
CB,1992,281,10/7/1992,2.428,,
CB,1992,296,10/22/1992,2.135,,
CB,1992,310,11/5/1992,2.796,,
CB,1993,14,1/14/1993,,V,extcoef: No light data
CB,1993,56,2/25/1993,,V,extcoef: Insufficient light data
CB,1993,82,3/23/1993,0,,
CB,1993,124,5/4/1993,,V,extcoef: No light data
CB,1993,139,5/19/1993,2.089,,
CB,1993,154,6/3/1993,2.254,,
CB,1993,166,6/15/1993,1.998,,
CB,1993,182,7/1/1993,2.321,,
CB,1993,193,7/12/1993,2.044,,
CB,1993,210,7/29/1993,,V,extcoef: Light not monotonically decreasing
CB,1993,222,8/10/1993,2.008,,
CB,1993,237,8/25/1993,,V,extcoef: Light not monotonically decreasing
CB,1993,252,9/9/1993,,V,extcoef: No light data
CB,1993,263,9/20/1993,,V,extcoef: Insufficient light data
CB,1993,279,10/6/1993,2.175,,
CB,1993,293,10/20/1993,1.712,,
CB,1993,306,11/2/1993,1.601,,
CB,1994,17,1/17/1994,,V,extcoef: Insufficient light data
CB,1994,54,2/23/1994,,V,extcoef: Insufficient light data
CB,1994,89,3/30/1994,2.945,,
CB,1994,122,5/2/1994,2.014,,
CB,1994,139,5/19/1994,2.011,,
CB,1994,157,6/6/1994,1.949,,
CB,1994,165,6/14/1994,1.93,,
CB,1994,180,6/29/1994,2.169,,
CB,1994,192,7/11/1994,2.045,,
CB,1994,207,7/26/1994,1.896,,
CB,1994,223,8/11/1994,2.183,,
CB,1994,234,8/22/1994,2,,
CB,1994,251,9/8/1994,2.105,,
CB,1994,263,9/20/1994,1.828,,
CB,1994,277,10/4/1994,2.175,,
CB,1994,293,10/20/1994,2.31,,
CB,1994,306,11/2/1994,2.044,,
CB,1994,319,11/15/1994,,V,extcoef: Light not monotonically decreasing
CB,1995,12,1/12/1995,2.335,,
CB,1995,46,2/15/1995,,V,extcoef: Insufficient light data
CB,1995,79,3/20/1995,2.714,,
CB,1995,122,5/2/1995,1.693,,
CB,1995,137,5/17/1995,1.695,,
CB,1995,153,6/2/1995,1.702,,
CB,1995,163,6/12/1995,1.657,,
CB,1995,178,6/27/1995,,V,extcoef: No light data
CB,1995,193,7/12/1995,2.234,,
CB,1995,205,7/24/1995,1.643,,
CB,1995,219,8/7/1995,1.308,,
CB,1995,234,8/22/1995,1.541,,
CB,1995,248,9/5/1995,3.092,,
CB,1995,264,9/21/1995,2.545,,
CB,1995,277,10/4/1995,1.4,,
CB,1995,290,10/17/1995,1.562,,
CB,1995,304,10/31/1995,1.638,,
CB,1995,312,11/8/1995,1.679,,
CB,1996,17,1/17/1996,,V,extcoef: No light data
CB,1996,51,2/20/1996,,V,extcoef: No light data
CB,1996,99,4/8/1996,,V,extcoef: No light data
CB,1996,129,5/8/1996,1.891,,
CB,1996,150,5/29/1996,,V,extcoef: Light not monotonically decreasing
CB,1996,165,6/13/1996,,V,extcoef: No light data
CB,1996,177,6/25/1996,2.809,,
CB,1996,190,7/8/1996,,V,extcoef: Light not monotonically decreasing
CB,1996,204,7/22/1996,1.918,,
CB,1996,220,8/7/1996,2.043,,
CB,1996,235,8/22/1996,2.134,,
CB,1996,249,9/5/1996,2.093,,
CB,1996,262,9/18/1996,,V,extcoef: Light not monotonically decreasing
CB,1996,275,10/1/1996,1.954,,
CB,1996,288,10/14/1996,2.107,,
CB,1996,310,11/5/1996,1.963,,
CB,1997,13,1/13/1997,,V,extcoef: No light data
CB,1997,48,2/17/1997,,V,extcoef: Insufficient light data
CB,1997,100,4/10/1997,3.39,,
CB,1997,127,5/7/1997,2.348,,
CB,1997,139,5/19/1997,1.957,,
CB,1997,153,6/2/1997,2.144,,
CB,1997,170,6/19/1997,,V,extcoef: Light not monotonically decreasing
CB,1997,181,6/30/1997,2.377,,
CB,1997,195,7/14/1997,,V,extcoef: Light not monotonically decreasing
CB,1997,210,7/29/1997,,V,extcoef: No light data
CB,1997,223,8/11/1997,,V,extcoef: Light not monotonically decreasing
CB,1997,238,8/26/1997,1.082,,
CB,1997,254,9/11/1997,2.067,,
CB,1997,265,9/22/1997,2.249,,
CB,1997,279,10/6/1997,2.691,,
CB,1997,294,10/21/1997,2.616,,
CB,1997,310,11/6/1997,2.737,,
CB,1998,20,1/20/1998,,V,extcoef: Insufficient light data
CB,1998,50,2/19/1998,2.534,,
CB,1998,76,3/17/1998,3.068,,
CB,1998,110,4/20/1998,3.032,,
CB,1998,125,5/5/1998,,V,extcoef: Light not monotonically decreasing
CB,1998,139,5/19/1998,1.732,,
CB,1998,154,6/3/1998,2.104,,
CB,1998,167,6/16/1998,1.959,,
CB,1998,181,6/30/1998,2.022,,
CB,1998,196,7/15/1998,2.268,,
CB,1998,209,7/28/1998,2.019,,
CB,1998,222,8/10/1998,2.017,,
CB,1998,236,8/24/1998,1.689,,
CB,1998,251,9/8/1998,2.032,,
CB,1998,264,9/21/1998,2.245,,
CB,1998,280,10/7/1998,2.138,,
CB,1998,294,10/21/1998,,V,extcoef: Light not monotonically decreasing
CB,1998,306,11/2/1998,1.999,,
CB,1999,19,1/19/1999,,V,extcoef: Insufficient light data
CB,1999,56,2/25/1999,,V,extcoef: Insufficient light data
CB,1999,88,3/29/1999,,V,extcoef: Light not monotonically decreasing
CB,1999,124,5/4/1999,2.757,,
CB,1999,139,5/19/1999,,V,extcoef: Light not monotonically decreasing
CB,1999,153,6/2/1999,1.241,,
CB,1999,165,6/14/1999,2.479,,
CB,1999,181,6/30/1999,1.757,,
CB,1999,194,7/13/1999,2.54,,
CB,1999,207,7/26/1999,1.909,,
CB,1999,221,8/9/1999,3.196,,
CB,1999,237,8/25/1999,2.421,,
CB,1999,252,9/9/1999,2.298,,
CB,1999,264,9/21/1999,2.606,,
CB,1999,278,10/5/1999,2.334,,
CB,1999,293,10/20/1999,5.01,,
CB,1999,307,11/3/1999,1.97,,
CB,2000,28,1/28/2000,,V,extcoef: Insufficient light data
CB,2000,54,2/23/2000,,V,extcoef: Insufficient light data
CB,2000,89,3/29/2000,3.336,,
CB,2000,108,4/17/2000,2.366,,
CB,2000,122,5/1/2000,1.917,,
CB,2000,138,5/17/2000,1.866,,
CB,2000,152,5/31/2000,1.425,,
CB,2000,166,6/14/2000,1.66,,
CB,2000,180,6/28/2000,1.825,,
CB,2000,192,7/10/2000,1.688,,
CB,2000,209,7/27/2000,2.809,,
CB,2000,221,8/8/2000,1.82,,
CB,2000,235,8/22/2000,2.873,,
CB,2000,250,9/6/2000,2.122,,
CB,2000,262,9/18/2000,2.168,,
CB,2000,276,10/2/2000,2.247,,
CB,2000,292,10/18/2000,1.835,,
CB,2000,305,10/31/2000,1.811,,
CB,2000,318,11/13/2000,0.948,,
CB,2001,16,1/16/2001,,V,extcoef: No light data
CB,2001,60,3/1/2001,,V,extcoef: Insufficient light data
CB,2001,92,4/2/2001,,V,extcoef: Insufficient light data
CB,2001,123,5/3/2001,1.921,,
CB,2001,135,5/15/2001,1.991,,
CB,2001,155,6/4/2001,,V,extcoef: Light not monotonically decreasing
CB,2001,164,6/13/2001,1.904,,
CB,2001,177,6/26/2001,1.668,,
CB,2001,192,7/11/2001,2.033,,
CB,2001,205,7/24/2001,2.178,,
CB,2001,220,8/8/2001,2.15,,
CB,2001,234,8/22/2001,2.176,,
CB,2001,248,9/5/2001,2.033,,
CB,2001,262,9/19/2001,2.177,,
CB,2001,275,10/2/2001,,V,extcoef: Light not monotonically decreasing
CB,2001,290,10/17/2001,1.982,,
CB,2001,303,10/30/2001,1.75,,
CB,2001,316,11/12/2001,2.816,,
CB,2002,22,1/22/2002,2.084,,
CB,2002,53,2/22/2002,,V,extcoef: Insufficient light data
CB,2002,92,4/2/2002,,V,extcoef: Insufficient light data
CB,2002,115,4/25/2002,1.992,,
CB,2002,128,5/8/2002,2.894,,
CB,2002,141,5/21/2002,1.836,,
CB,2002,155,6/4/2002,2.217,,
CB,2002,169,6/18/2002,,V,extcoef: Light not monotonically decreasing
CB,2002,182,7/1/2002,,V,extcoef: Light not monotonically decreasing
CB,2002,198,7/17/2002,2.139,,
CB,2002,210,7/29/2002,1.915,,
CB,2002,225,8/13/2002,1.805,,
CB,2002,239,8/27/2002,1.665,,
CB,2002,253,9/10/2002,1.793,,
CB,2002,266,9/23/2002,2.525,,
CB,2002,281,10/8/2002,2.214,,
CB,2002,295,10/22/2002,2.129,,
CB,2002,301,10/28/2002,2.555,,
CB,2003,34,2/3/2003,,V,extcoef: Insufficient light data
CB,2003,51,2/20/2003,,V,extcoef: Insufficient light data
CB,2003,91,4/1/2003,1.942,,
CB,2003,121,5/1/2003,3.071,,
CB,2003,132,5/12/2003,1.975,,
CB,2003,147,5/27/2003,,V,extcoef: No light data
CB,2003,161,6/10/2003,1.674,,
CB,2003,176,6/25/2003,2.069,,
CB,2003,189,7/8/2003,2.285,,
CB,2003,203,7/22/2003,2.182,,
CB,2003,216,8/4/2003,,V,extcoef: Insufficient light data
