lakeid,year4,sampledate,total_biomass,larger_group
CR,2006,2006-09-08,36.63353595338173,DAPHNIA
CR,2006,2006-10-05,49.621326135545914,DAPHNIA
CR,2006,2006-11-03,9.185428873356331,DAPHNIA
CR,2007,2007-02-22,4.738461484060133,DAPHNIA
CR,2007,2007-04-24,10.038509246272678,DAPHNIA
CR,2007,2007-05-24,6.359355392373234,DAPHNIA
CR,2007,2007-06-21,69.05299173183855,DAPHNIA
CR,2007,2007-07-19,86.94927286485417,DAPHNIA
CR,2007,2007-08-16,43.359579989970726,DAPHNIA
CR,2007,2007-09-13,89.11290305149005,DAPHNIA
CR,2007,2007-10-11,116.46386563856689,DAPHNIA
CR,2007,2007-11-16,23.400231599961316,DAPHNIA
CR,2008,2008-07-02,36.7372697689747,DAPHNIA
CR,2008,2008-07-30,69.6026736780672,DAPHNIA
CR,2008,2008-08-14,0,DAPHNIA
CR,2008,2008-08-26,61.84100335905852,DAPHNIA
CR,2008,2008-09-24,50.82134068733896,DAPHNIA
CR,2008,2008-10-22,36.44734449156737,DAPHNIA
CR,2008,2008-11-12,38.40755303522461,DAPHNIA
CR,2009,2009-02-25,5.2408492104450906,DAPHNIA
CR,2009,2009-04-28,6.904628042941237,DAPHNIA
CR,2009,2009-05-29,2.0731236221112646,DAPHNIA
CR,2009,2009-06-29,99.95114682685477,DAPHNIA
CR,2009,2009-07-23,90.44991430949426,DAPHNIA
CR,2009,2009-08-20,36.57226309853493,DAPHNIA
CR,2009,2009-09-16,53.47422271226244,DAPHNIA
CR,2009,2009-10-15,15.308986646733487,DAPHNIA
CR,2009,2009-11-11,0.7364879270016056,DAPHNIA
CR,2010,2010-02-23,3.6156845448209687,DAPHNIA
CR,2010,2010-04-15,6.0365070983331055,DAPHNIA
CR,2010,2010-05-12,0.7097577230064527,DAPHNIA
CR,2010,2010-06-09,5.553018713277409,DAPHNIA
CR,2010,2010-07-08,4.805181936784023,DAPHNIA
CR,2010,2010-08-05,28.070597246450763,DAPHNIA
CR,2010,2010-08-31,16.06818121811213,DAPHNIA
CR,2010,2010-09-30,53.59384674109042,DAPHNIA
CR,2010,2010-11-10,49.25105236562912,DAPHNIA
CR,2011,2011-02-14,16.960948784617834,DAPHNIA
CR,2011,2011-03-21,5.5586870782364715,DAPHNIA
CR,2011,2011-05-04,1.436671411146696,DAPHNIA
CR,2011,2011-05-18,15.268394893912024,DAPHNIA
CR,2011,2011-06-01,3.2099092273854124,DAPHNIA
CR,2011,2011-06-15,1.5833092698930902,DAPHNIA
CR,2011,2011-06-30,13.603571432300802,DAPHNIA
CR,2011,2011-07-14,97.93832160708162,DAPHNIA
CR,2011,2011-07-27,90.83696233436136,DAPHNIA
CR,2011,2011-08-10,25.34462107622519,DAPHNIA
CR,2011,2011-08-24,17.315683974349014,DAPHNIA
CR,2011,2011-09-22,20.419557412572104,DAPHNIA
CR,2011,2011-10-19,15.571407697298982,DAPHNIA
CR,2011,2011-11-16,19.865264968077323,DAPHNIA
CR,2012,2012-02-24,15.85640506945836,DAPHNIA
CR,2012,2012-04-05,6.639996551488011,DAPHNIA
CR,2012,2012-05-04,1.252139711801142,DAPHNIA
CR,2012,2012-05-17,10.05781045446608,DAPHNIA
CR,2012,2012-06-01,11.823478922645513,DAPHNIA
CR,2012,2012-06-12,31.481353166170372,DAPHNIA
CR,2012,2012-06-28,117.37792329689285,DAPHNIA
CR,2012,2012-07-11,20.548227871578973,DAPHNIA
CR,2012,2012-07-26,17.543309986444726,DAPHNIA
CR,2012,2012-08-22,5.031775509291958,DAPHNIA
CR,2012,2012-09-20,26.730553484622686,DAPHNIA
CR,2012,2012-10-18,14.105691866873393,DAPHNIA
CR,2012,2012-11-14,7.503201242914495,DAPHNIA
CR,2013,2013-07-10,19.17758184388421,DAPHNIA
CR,2013,2013-07-24,168.77349815842015,DAPHNIA
CR,2013,2013-08-08,70.63879569362601,DAPHNIA
CR,2013,2013-08-21,64.42625593128982,DAPHNIA
CR,2013,2013-09-06,44.53808098349236,DAPHNIA
CR,2013,2013-10-01,85.85129504914934,DAPHNIA
CR,2013,2013-11-13,7.083989803899012,DAPHNIA
CR,2014,2014-06-18,11.256913888929382,DAPHNIA
CR,2014,2014-07-17,42.66517160229411,DAPHNIA
CR,2014,2014-08-13,20.30595207329103,DAPHNIA
CR,2014,2014-09-10,13.688523963045537,DAPHNIA
CR,2014,2014-10-07,17.096339609999294,DAPHNIA
CR,2014,2014-11-13,8.814438712602668,DAPHNIA
CR,2015,2015-06-16,19.92894981731297,DAPHNIA
CR,2015,2015-07-13,70.4412106537922,DAPHNIA
CR,2015,2015-08-10,134.88926416299697,DAPHNIA
CR,2015,2015-09-10,38.37295497614313,DAPHNIA
CR,2015,2015-10-06,33.16165245894949,DAPHNIA
CR,2015,2015-11-10,18.872815674806947,DAPHNIA
CR,2016,2016-02-25,19.906487168607608,DAPHNIA
CR,2016,2016-04-26,48.72379131302394,DAPHNIA
CR,2016,2016-05-25,77.1691497853946,DAPHNIA
CR,2016,2016-06-22,27.16377212131756,DAPHNIA
CR,2016,2016-07-18,81.81362182761315,DAPHNIA
CR,2016,2016-08-17,106.80634313349141,DAPHNIA
CR,2016,2016-09-14,61.36870031662853,DAPHNIA
CR,2016,2016-10-11,8.00465837220189,DAPHNIA
CR,2016,2016-11-14,12.077268710747273,DAPHNIA
CR,2017,2017-05-17,3.711999691195334,DAPHNIA
CR,2017,2017-06-15,35.82464373051532,DAPHNIA
CR,2017,2017-07-12,81.04549448458305,DAPHNIA
CR,2017,2017-08-08,59.695111763692324,DAPHNIA
CR,2017,2017-09-07,53.50999675796321,DAPHNIA
CR,2017,2017-10-04,5.896959458484883,DAPHNIA
CR,2017,2017-11-13,77.02860706384237,DAPHNIA
CR,2018,2018-02-19,1.929935848078661,DAPHNIA
CR,2018,2018-05-15,5.557762428541619,DAPHNIA
CR,2018,2018-06-12,22.18686590643264,DAPHNIA
CR,2018,2018-07-10,59.00230927975112,DAPHNIA
CR,2018,2018-08-08,105.21710000417654,DAPHNIA
CR,2018,2018-09-06,64.6015327057504,DAPHNIA
CR,2018,2018-10-03,63.6014038808148,DAPHNIA
CR,2018,2018-11-11,29.488049627497684,DAPHNIA
CR,2019,2019-05-07,1.0365618110556323,DAPHNIA
CR,2019,2019-06-05,12.234362563552143,DAPHNIA
CR,2019,2019-07-02,59.0363709009649,DAPHNIA
CR,2019,2019-07-31,100.9489898485095,DAPHNIA
CR,2019,2019-08-27,32.50477483463597,DAPHNIA
CR,2019,2019-09-25,39.91123727508278,DAPHNIA
CR,2019,2019-10-22,56.364862127722084,DAPHNIA
CR,2019,2019-11-14,34.91495155453312,DAPHNIA
FI,1997,1997-06-24,215.88911254460072,DAPHNIA
FI,1997,1997-07-08,38.636186710778254,DAPHNIA
FI,1997,1997-08-05,11.942690546104313,DAPHNIA
FI,1997,1997-08-19,38.56599072041503,DAPHNIA
FI,1997,1997-09-11,38.174281000977054,DAPHNIA
FI,1999,1999-02-25,13.033151967888061,DAPHNIA
FI,1999,1999-03-30,10.663757452857535,DAPHNIA
FI,1999,1999-04-13,14.291495438491737,DAPHNIA
FI,1999,1999-04-27,68.60936644892807,DAPHNIA
FI,1999,1999-05-11,61.09617331269888,DAPHNIA
FI,1999,1999-05-24,157.58956499287973,DAPHNIA
FI,1999,1999-06-09,206.8014941442912,DAPHNIA
FI,1999,1999-06-22,59.13960761110221,DAPHNIA
FI,1999,1999-07-09,12.730962270754539,DAPHNIA
FI,1999,1999-07-20,4.348672199628212,DAPHNIA
FI,1999,1999-08-03,3.3378380902861715,DAPHNIA
FI,1999,1999-08-18,3.138739428800979,DAPHNIA
FI,1999,1999-08-31,57.95532484673848,DAPHNIA
FI,1999,1999-09-28,116.78502898548356,DAPHNIA
FI,1999,1999-10-25,35.695634596153546,DAPHNIA
FI,1999,1999-11-29,184.03089493504294,DAPHNIA
FI,2000,2000-01-27,23.038497480531845,DAPHNIA
FI,2000,2000-03-16,35.08399151792693,DAPHNIA
FI,2000,2000-03-30,69.38524216962165,DAPHNIA
FI,2000,2000-04-12,47.98888364484889,DAPHNIA
FI,2000,2000-04-26,206.99160254954907,DAPHNIA
FI,2000,2000-05-10,241.31279270871195,DAPHNIA
FI,2002,2002-07-02,18.374139562787605,DAPHNIA
FI,2002,2002-07-17,16.131920164520253,DAPHNIA
FI,2002,2002-07-27,19.28802951195547,DAPHNIA
FI,2002,2002-08-14,25.108257082315916,DAPHNIA
FI,2002,2002-08-27,20.524922568214457,DAPHNIA
FI,2002,2002-09-25,21.87869401571943,DAPHNIA
FI,2002,2002-10-23,6.643267970313143,DAPHNIA
FI,2002,2002-11-21,5.481034828454192,DAPHNIA
FI,2003,2003-01-27,5.533151109091837,DAPHNIA
FI,2007,2007-03-07,5.640629027407985,DAPHNIA
FI,2007,2007-04-20,22.619054341832307,DAPHNIA
FI,2007,2007-07-10,12.534493766521411,DAPHNIA
FI,2007,2007-08-09,22.659384620203895,DAPHNIA
FI,2007,2007-10-30,2.046848397420807,DAPHNIA
FI,2008,2008-02-22,1.6571402257723884,DAPHNIA
FI,2008,2008-04-18,3.02004417916719,DAPHNIA
FI,2008,2008-07-10,5.223645034773733,DAPHNIA
FI,2008,2008-08-07,24.293308286264566,DAPHNIA
FI,2008,2008-09-09,17.137448168138338,DAPHNIA
FI,2008,2008-11-10,9.068355527140675,DAPHNIA
FI,2009,2009-01-23,20.145479005543052,DAPHNIA
FI,2009,2009-04-22,111.56791896940004,DAPHNIA
FI,2009,2009-06-15,76.79313552659869,DAPHNIA
FI,2009,2009-07-08,41.00241357846088,DAPHNIA
FI,2009,2009-08-06,22.339152062652143,DAPHNIA
FI,2009,2009-09-01,67.71153439182034,DAPHNIA
FI,2009,2009-11-03,48.326024251295074,DAPHNIA
FI,2010,2010-02-19,21.2398033791441,DAPHNIA
FI,2010,2010-04-16,141.9549275295286,DAPHNIA
FI,2010,2010-06-11,120.98108366559008,DAPHNIA
FI,2010,2010-07-08,1.3600295068763972,DAPHNIA
FI,2010,2010-08-06,2.6955717315757557,DAPHNIA
FI,2010,2010-09-01,1.6913459412131517,DAPHNIA
FI,2010,2010-10-29,304.5370525587976,DAPHNIA
FI,2011,2011-02-21,37.3027156404404,DAPHNIA
FI,2011,2011-05-19,212.02007031920104,DAPHNIA
FI,2011,2011-06-16,106.75225643146095,DAPHNIA
FI,2011,2011-07-19,12.755315910966171,DAPHNIA
FI,2011,2011-08-11,51.845654804723026,DAPHNIA
FI,2011,2011-09-14,18.37966307148693,DAPHNIA
FI,2011,2011-11-03,245.5086365743948,DAPHNIA
FI,2012,2012-06-14,169.0754334222829,DAPHNIA
FI,2012,2012-07-09,16.998213094220862,DAPHNIA
FI,2012,2012-08-09,4.465189347484433,DAPHNIA
FI,2012,2012-09-06,83.68669528436901,DAPHNIA
FI,2012,2012-11-02,238.82605862154173,DAPHNIA
FI,2013,2013-02-14,28.03564886876312,DAPHNIA
FI,2013,2013-05-08,107.05797542221248,DAPHNIA
FI,2013,2013-06-13,270.04828825245244,DAPHNIA
FI,2013,2013-07-10,57.9279055013385,DAPHNIA
FI,2013,2013-08-07,36.53513223876057,DAPHNIA
FI,2013,2013-09-12,34.56409449361726,DAPHNIA
FI,2013,2013-11-01,30.78326769439585,DAPHNIA
FI,2014,2014-03-26,12.96128358086476,DAPHNIA
FI,2014,2014-05-01,44.95601216782945,DAPHNIA
FI,2014,2014-06-11,348.4589787177983,DAPHNIA
FI,2014,2014-07-08,99.82157478281626,DAPHNIA
FI,2014,2014-08-07,6.316058234202638,DAPHNIA
FI,2014,2014-09-09,75.48297957182582,DAPHNIA
FI,2014,2014-11-04,104.92082491180312,DAPHNIA
FI,2015,2015-01-16,19.42769398043432,DAPHNIA
FI,2015,2015-04-15,44.26270008237156,DAPHNIA
FI,2015,2015-06-10,69.54313463317203,DAPHNIA
FI,2015,2015-07-07,117.31684299382371,DAPHNIA
FI,2015,2015-08-06,11.665731417886086,DAPHNIA
FI,2015,2015-08-31,7.183500333093253,DAPHNIA
FI,2015,2015-11-04,163.44156208946038,DAPHNIA
FI,2016,2016-02-16,34.74742756467794,DAPHNIA
FI,2016,2016-04-11,92.23661492916274,DAPHNIA
FI,2016,2016-06-06,201.01128158508135,DAPHNIA
FI,2016,2016-07-08,25.25452279901763,DAPHNIA
FI,2016,2016-08-05,64.42361678353507,DAPHNIA
FI,2016,2016-09-01,23.40320427856054,DAPHNIA
FI,2016,2016-11-07,101.69694828462926,DAPHNIA
FI,2017,2017-04-20,64.3391366314683,DAPHNIA
FI,2017,2017-06-15,27.591558122195313,DAPHNIA
FI,2017,2017-07-13,11.669571971853372,DAPHNIA
FI,2017,2017-08-11,38.64974936742873,DAPHNIA
FI,2017,2017-09-05,8.79141586487215,DAPHNIA
FI,2017,2017-10-30,19.145277937447332,DAPHNIA
FI,2018,2018-02-27,0.8026050721218629,DAPHNIA
FI,2018,2018-04-25,7.726700912525405,DAPHNIA
FI,2018,2018-06-13,28.057055424981442,DAPHNIA
FI,2018,2018-07-12,3.33654476860864,DAPHNIA
FI,2018,2018-08-08,9.853861835668418,DAPHNIA
FI,2018,2018-09-07,23.940407450416163,DAPHNIA
FI,2018,2018-11-02,9.300576468710448,DAPHNIA
ME,1995,1995-01-24,1.9381184706697836,DAPHNIA
ME,1995,1995-04-24,5.451482138637552,DAPHNIA
ME,1995,1995-05-23,10.404539233908142,DAPHNIA
ME,1995,1995-06-06,244.08548988945202,DAPHNIA
ME,1995,1995-07-06,89.56536968172229,DAPHNIA
ME,1995,1995-07-18,46.48548423424228,DAPHNIA
ME,1995,1995-08-02,16.674760722190364,DAPHNIA
ME,1995,1995-08-14,10.499236892618853,DAPHNIA
ME,1995,1995-08-30,6.526280191791483,DAPHNIA
ME,1995,1995-09-11,43.949593092699985,DAPHNIA
ME,1995,1995-09-25,40.71830075561966,DAPHNIA
ME,1995,1995-10-11,77.4337637490749,DAPHNIA
ME,1995,1995-10-25,199.17363210159795,DAPHNIA
ME,1995,1995-11-07,143.00148627634388,DAPHNIA
ME,1995,1995-11-21,32.178688156024066,DAPHNIA
ME,1996,1996-02-06,34.67902794838333,DAPHNIA
ME,1996,1996-04-09,7.775108024824268,DAPHNIA
ME,1996,1996-04-17,70.02511797950687,DAPHNIA
ME,1996,1996-05-01,134.35474894759432,DAPHNIA
ME,1996,1996-05-14,521.0753808283315,DAPHNIA
ME,1996,1996-05-28,190.71175108579473,DAPHNIA
ME,1996,1996-06-10,50.88732298043445,DAPHNIA
ME,1996,1996-06-26,219.85388167757563,DAPHNIA
ME,1996,1996-07-08,403.6238033617706,DAPHNIA
ME,1996,1996-07-22,212.179394644905,DAPHNIA
ME,1996,1996-08-05,12.03945106205656,DAPHNIA
ME,1996,1996-08-19,6.423273979759438,DAPHNIA
ME,1996,1996-09-05,16.08241169800177,DAPHNIA
ME,1996,1996-09-16,18.052575626964718,DAPHNIA
ME,1996,1996-10-16,185.2660828556403,DAPHNIA
ME,1996,1996-11-08,162.22712855953233,DAPHNIA
ME,1996,1996-11-25,40.99790049151408,DAPHNIA
ME,1997,1997-01-14,2.5792070077176747,DAPHNIA
ME,1997,1997-02-17,8.648402820387542,DAPHNIA
ME,1997,1997-04-09,20.084687637269553,DAPHNIA
ME,1997,1997-04-21,11.16695763216402,DAPHNIA
ME,1997,1997-05-02,204.81830094388184,DAPHNIA
ME,1997,1997-05-13,353.7624083696815,DAPHNIA
ME,1997,1997-05-28,396.71277766479636,DAPHNIA
ME,1997,1997-06-11,84.07594974391361,DAPHNIA
ME,1997,1997-06-25,336.4436897912505,DAPHNIA
ME,1997,1997-07-09,115.77913035060945,DAPHNIA
ME,1997,1997-07-24,74.10234241028097,DAPHNIA
ME,1997,1997-08-06,101.30064386088529,DAPHNIA
ME,1997,1997-08-18,10.543302039338252,DAPHNIA
ME,1997,1997-09-02,21.94222975093472,DAPHNIA
ME,1997,1997-10-01,26.467418370876075,DAPHNIA
ME,1998,1998-02-06,8.675386099620376,DAPHNIA
ME,1998,1998-03-13,35.845956691511105,DAPHNIA
ME,1998,1998-03-26,35.59493093641684,DAPHNIA
ME,1998,1998-04-10,5.142785905711732,DAPHNIA
ME,1998,1998-04-24,21.370673345016424,DAPHNIA
ME,1998,1998-05-11,102.32731150031039,DAPHNIA
ME,1998,1998-05-28,99.68873007124975,DAPHNIA
ME,1998,1998-06-08,70.12346541196716,DAPHNIA
ME,1998,1998-06-22,48.319430271992275,DAPHNIA
ME,1998,1998-07-06,225.87491730678798,DAPHNIA
ME,1998,1998-07-23,32.43425347370896,DAPHNIA
ME,1998,1998-08-02,73.0500211929755,DAPHNIA
ME,1998,1998-08-18,52.35885784623424,DAPHNIA
ME,1998,1998-09-02,14.029047763392645,DAPHNIA
ME,1998,1998-09-28,35.46520430034394,DAPHNIA
ME,1998,1998-10-27,138.10713277677445,DAPHNIA
ME,1998,1998-11-23,177.33728037700848,DAPHNIA
ME,1999,1999-01-25,14.087032833845182,DAPHNIA
ME,1999,1999-02-22,27.90873705051787,DAPHNIA
ME,1999,1999-03-29,224.65867960726894,DAPHNIA
ME,1999,1999-04-12,110.0915865693517,DAPHNIA
ME,1999,1999-04-26,266.6635200959144,DAPHNIA
ME,1999,1999-05-10,81.01125834146157,DAPHNIA
ME,1999,1999-05-26,241.00391450775925,DAPHNIA
ME,1999,1999-06-07,209.07515261112405,DAPHNIA
ME,1999,1999-06-21,52.168875907825694,DAPHNIA
ME,1999,1999-07-06,90.81853125333113,DAPHNIA
ME,1999,1999-07-19,28.222715413730576,DAPHNIA
ME,1999,1999-08-02,30.084643197446873,DAPHNIA
ME,1999,1999-08-16,36.60952528065229,DAPHNIA
ME,1999,1999-08-30,22.79035190208785,DAPHNIA
ME,1999,1999-09-27,93.65235869189372,DAPHNIA
ME,1999,1999-10-26,46.146332726569796,DAPHNIA
ME,1999,1999-11-22,139.29438370070048,DAPHNIA
ME,2000,2000-01-24,33.38233026513085,DAPHNIA
ME,2000,2000-02-28,21.468128171789324,DAPHNIA
ME,2000,2000-03-13,20.520383544386668,DAPHNIA
ME,2000,2000-03-29,43.13597745738901,DAPHNIA
ME,2000,2000-04-10,44.252819317147264,DAPHNIA
ME,2000,2000-04-25,38.734706982650906,DAPHNIA
ME,2000,2000-05-09,213.67759347043213,DAPHNIA
ME,2000,2000-05-22,155.0391866628133,DAPHNIA
ME,2000,2000-06-06,47.066468201133965,DAPHNIA
ME,2000,2000-06-19,89.17555304803658,DAPHNIA
ME,2000,2000-07-03,140.46649701088378,DAPHNIA
ME,2000,2000-07-17,54.58076696652364,DAPHNIA
ME,2000,2000-07-31,11.850611911865744,DAPHNIA
ME,2000,2000-08-16,11.539257690474134,DAPHNIA
ME,2000,2000-08-28,5.444445447217898,DAPHNIA
ME,2000,2000-09-25,10.561206204614697,DAPHNIA
ME,2000,2000-10-24,151.49411146999597,DAPHNIA
ME,2000,2000-11-28,64.68167338350672,DAPHNIA
ME,2001,2001-01-17,35.000310343658704,DAPHNIA
ME,2001,2001-03-07,10.001949235727889,DAPHNIA
ME,2001,2001-04-10,14.903994580468165,DAPHNIA
ME,2001,2001-04-23,56.3618021769262,DAPHNIA
ME,2001,2001-05-07,210.00076453594326,DAPHNIA
ME,2001,2001-05-21,105.42919463280974,DAPHNIA
ME,2001,2001-06-04,118.06334046004834,DAPHNIA
ME,2001,2001-06-18,93.31806764765918,DAPHNIA
ME,2001,2001-07-02,116.14289498449743,DAPHNIA
ME,2001,2001-07-16,90.07867943387929,DAPHNIA
ME,2001,2001-07-30,18.41888941734921,DAPHNIA
ME,2001,2001-08-13,16.32947318583281,DAPHNIA
ME,2001,2001-08-27,23.122630073676802,DAPHNIA
ME,2001,2001-09-12,8.379134827880224,DAPHNIA
ME,2001,2001-09-26,7.5710915571707496,DAPHNIA
ME,2001,2001-10-09,62.4175114775607,DAPHNIA
ME,2001,2001-10-22,155.2193894402086,DAPHNIA
ME,2001,2001-11-06,86.99673658846802,DAPHNIA
ME,2001,2001-11-26,29.90325268455069,DAPHNIA
ME,2002,2002-03-28,38.57739446008636,DAPHNIA
ME,2002,2002-04-08,71.9755655561828,DAPHNIA
ME,2002,2002-04-24,17.735985391520202,DAPHNIA
ME,2002,2002-05-06,95.83931107971374,DAPHNIA
ME,2002,2002-05-20,49.037895819423696,DAPHNIA
ME,2002,2002-06-03,48.69599272662651,DAPHNIA
ME,2002,2002-06-18,49.59622481144473,DAPHNIA
ME,2002,2002-07-01,113.00227424916704,DAPHNIA
ME,2002,2002-07-15,25.01558169022092,DAPHNIA
ME,2002,2002-07-26,18.274381169437866,DAPHNIA
ME,2002,2002-08-12,21.954070006439906,DAPHNIA
ME,2002,2002-08-26,13.472866346026922,DAPHNIA
ME,2002,2002-09-23,21.54379115712178,DAPHNIA
ME,2002,2002-10-21,44.699160994601165,DAPHNIA
ME,2002,2002-11-18,25.593874962020777,DAPHNIA
ME,2003,2003-01-21,5.2813136348024505,DAPHNIA
ME,2003,2003-04-03,18.534686867613132,DAPHNIA
ME,2003,2003-04-14,31.164048620161733,DAPHNIA
ME,2003,2003-04-28,33.90093027617612,DAPHNIA
ME,2003,2003-05-27,35.6364862861168,DAPHNIA
ME,2003,2003-06-09,37.860781094659956,DAPHNIA
ME,2003,2003-06-23,44.58221692516294,DAPHNIA
ME,2003,2003-07-07,24.176318438999182,DAPHNIA
ME,2003,2003-07-21,11.484781424662298,DAPHNIA
ME,2003,2003-08-04,9.243737022749235,DAPHNIA
ME,2003,2003-08-18,2.587372304970016,DAPHNIA
ME,2003,2003-09-02,3.8064429391293304,DAPHNIA
ME,2003,2003-09-29,17.55336495238168,DAPHNIA
ME,2003,2003-10-27,10.24342911817602,DAPHNIA
ME,2003,2003-11-25,7.849115664785472,DAPHNIA
ME,2004,2004-02-03,4.234908274023544,DAPHNIA
ME,2004,2004-03-29,6.463447730177973,DAPHNIA
ME,2004,2004-04-12,9.38119966085958,DAPHNIA
ME,2004,2004-04-28,50.760555118953704,DAPHNIA
ME,2004,2004-05-10,58.855318092516946,DAPHNIA
ME,2004,2004-05-24,40.758391517948354,DAPHNIA
ME,2004,2004-06-07,49.94826910620032,DAPHNIA
ME,2004,2004-06-21,14.137296585289008,DAPHNIA
ME,2004,2004-07-06,44.92977320015345,DAPHNIA
ME,2004,2004-07-19,25.296204909722903,DAPHNIA
ME,2004,2004-08-03,8.907730703172628,DAPHNIA
ME,2004,2004-08-16,6.688946605005234,DAPHNIA
ME,2004,2004-09-07,5.313755431239007,DAPHNIA
ME,2004,2004-10-05,25.70485096748084,DAPHNIA
ME,2004,2004-11-03,44.194241772771406,DAPHNIA
ME,2005,2005-01-31,1.7361985820147323,DAPHNIA
ME,2005,2005-04-15,59.89942375441178,DAPHNIA
ME,2005,2005-04-25,67.38394651746724,DAPHNIA
ME,2005,2005-05-09,314.41608528136214,DAPHNIA
ME,2005,2005-05-23,328.119514378694,DAPHNIA
ME,2005,2005-06-06,343.72348978390545,DAPHNIA
ME,2005,2005-06-20,141.87534271412045,DAPHNIA
ME,2005,2005-07-05,169.2246102852333,DAPHNIA
ME,2005,2005-07-18,98.1459379466794,DAPHNIA
ME,2005,2005-08-01,49.466192870887696,DAPHNIA
ME,2005,2005-08-15,19.614046585046705,DAPHNIA
ME,2005,2005-08-29,24.648654830848336,DAPHNIA
ME,2005,2005-09-26,35.14630853655679,DAPHNIA
ME,2005,2005-11-02,132.63415878125093,DAPHNIA
ME,2005,2005-11-30,189.747320297095,DAPHNIA
ME,2006,2006-03-06,8.464185936492195,DAPHNIA
ME,2006,2006-05-02,90.63386169861715,DAPHNIA
ME,2006,2006-11-27,111.57191241603849,DAPHNIA
ME,2007,2007-01-03,54.235874205728145,DAPHNIA
ME,2007,2007-02-19,30.56543541340482,DAPHNIA
ME,2007,2007-04-02,32.783164953743295,DAPHNIA
ME,2007,2007-04-16,28.786260672749336,DAPHNIA
ME,2007,2007-04-30,343.27204200111277,DAPHNIA
ME,2007,2007-05-14,222.1781215489797,DAPHNIA
ME,2007,2007-06-11,380.46845908205086,DAPHNIA
ME,2007,2007-06-25,88.40360403197475,DAPHNIA
ME,2007,2007-07-09,122.2806120301703,DAPHNIA
ME,2007,2007-07-23,21.567032449640752,DAPHNIA
ME,2007,2007-08-06,10.494939950609382,DAPHNIA
ME,2007,2007-08-20,16.45148328416527,DAPHNIA
ME,2007,2007-09-04,8.523807009171339,DAPHNIA
ME,2007,2007-10-01,6.765206610544642,DAPHNIA
ME,2007,2007-10-29,10.11268143811558,DAPHNIA
ME,2007,2007-11-26,15.7276713276176,DAPHNIA
ME,2008,2008-02-13,5.971925215652319,DAPHNIA
ME,2008,2008-04-14,7.269120805080345,DAPHNIA
ME,2008,2008-04-28,17.902770770797968,DAPHNIA
ME,2008,2008-05-12,75.68652238304598,DAPHNIA
ME,2008,2008-05-28,140.15489130183738,DAPHNIA
ME,2008,2008-06-09,152.0903819464831,DAPHNIA
ME,2008,2008-06-23,21.921548029950568,DAPHNIA
ME,2008,2008-07-07,102.47070605809694,DAPHNIA
ME,2008,2008-07-21,56.5666918295814,DAPHNIA
ME,2008,2008-08-04,8.077553470700966,DAPHNIA
ME,2008,2008-08-18,17.951868282152866,DAPHNIA
ME,2008,2008-09-05,18.534377909371052,DAPHNIA
ME,2008,2008-09-27,20.722817946719797,DAPHNIA
ME,2008,2008-10-29,65.02242887396966,DAPHNIA
ME,2009,2009-01-21,11.53134212041938,DAPHNIA
ME,2009,2009-04-15,34.23494363421764,DAPHNIA
ME,2009,2009-04-27,79.84410613325575,DAPHNIA
ME,2009,2009-05-11,319.6717628563242,DAPHNIA
ME,2009,2009-05-28,78.96468639011961,DAPHNIA
ME,2009,2009-06-09,87.76711472550285,DAPHNIA
ME,2009,2009-06-23,54.8317582481918,DAPHNIA
ME,2009,2009-07-06,46.579054001588375,DAPHNIA
ME,2009,2009-07-20,44.50088686339532,DAPHNIA
ME,2009,2009-08-05,6.155732587068791,DAPHNIA
ME,2009,2009-08-19,1.1555008430708078,DAPHNIA
ME,2009,2009-09-02,2.5061073306086503,DAPHNIA
ME,2009,2009-09-30,69.35376406853783,DAPHNIA
ME,2009,2009-10-28,0.6087704115877435,DAPHNIA
ME,2009,2009-12-03,35.77497148213614,DAPHNIA
ME,2010,2010-02-01,6.103429703029474,DAPHNIA
ME,2010,2010-03-29,0.6413417762978851,DAPHNIA
ME,2010,2010-04-05,0.10792605440147714,DAPHNIA
ME,2010,2010-04-26,6.185529200785134,DAPHNIA
ME,2010,2010-05-10,54.350672075742665,DAPHNIA
ME,2010,2010-05-24,31.33372618042068,DAPHNIA
ME,2010,2010-06-07,38.06738553979684,DAPHNIA
ME,2010,2010-06-21,103.63663792427944,DAPHNIA
ME,2010,2010-07-05,2.6425451443901737,DAPHNIA
ME,2010,2010-07-19,4.680850135032316,DAPHNIA
ME,2010,2010-08-03,0.8684796345563316,DAPHNIA
ME,2010,2010-08-16,0.8153880880198007,DAPHNIA
ME,2010,2010-08-30,3.976893209513656,DAPHNIA
ME,2010,2010-10-05,23.446693619310473,DAPHNIA
ME,2010,2010-11-09,0.9292771927398805,DAPHNIA
ME,2011,2011-01-19,16.582017316356758,DAPHNIA
ME,2011,2011-04-18,6.02121831098623,DAPHNIA
ME,2011,2011-05-02,26.338009650775582,DAPHNIA
ME,2011,2011-05-17,112.49167711574788,DAPHNIA
ME,2011,2011-05-31,454.03395574112966,DAPHNIA
ME,2011,2011-06-13,357.48113965691266,DAPHNIA
ME,2011,2011-06-27,53.906806240599494,DAPHNIA
ME,2011,2011-07-15,77.07519539040783,DAPHNIA
ME,2011,2011-07-25,109.57999340370523,DAPHNIA
ME,2011,2011-08-04,79.8417411681193,DAPHNIA
ME,2011,2011-08-22,60.8606537001842,DAPHNIA
